Unnamed: 0,Player,Age,Position,League,Squad,Playing Time MP,Playing Time Starts,Playing Time Min,Playing Time 90s,Performance Gls,Performance Ast,Performance G+A,Performance G-PK,Performance PK,Performance PKatt,Performance CrdY,Performance CrdR,Expected xG,Expected npxG,Expected xAG,Expected npxG+xAG,Progression PrgC,Progression PrgP,Progression PrgR,Per 90 Minutes Gls,Per 90 Minutes Ast,Per 90 Minutes G+A,Per 90 Minutes G-PK,Per 90 Minutes G+A-PK,Per 90 Minutes xG,Per 90 Minutes xAG,Per 90 Minutes xG+xAG,Per 90 Minutes npxG,Per 90 Minutes npxG+xAG,90s,SCA SCA,SCA SCA90,SCA Types PassLive,SCA Types PassDead,SCA Types TO,SCA Types Sh,SCA Types Fld,SCA Types Def,GCA GCA,GCA GCA90,GCA Types PassLive,GCA Types PassDead,GCA Types TO,GCA Types Sh,GCA Types Fld,GCA Types Def,Total Cmp,Total Att,Total Cmp%,Total TotDist,Total PrgDist,Short Cmp,Short Att,Short Cmp%,Medium Cmp,Medium Att,Medium Cmp%,Long Cmp,Long Att,Long Cmp%,Ast,xAG,Expected xA,Expected A-xAG,KP,1/3,PPA,CrsPA,PrgP,Performance 2CrdY,Performance Fls,Performance Fld,Performance Off,Performance Crs,Performance Int,Performance TklW,Performance PKwon,Performance PKcon,Performance OG,Performance Recov,Aerial Duels Won,Aerial Duels Lost,Aerial Duels Won%,Standard Gls,Standard Sh,Standard SoT,Standard SoT%,Standard Sh/90,Standard SoT/90,Standard G/Sh,Standard G/SoT,Standard Dist,Standard FK,Standard PK,Standard PKatt,Expected xG.1,Expected npxG.1,Expected npxG/Sh,Expected G-xG,Expected np:G-xG,Tackles Tkl,Tackles TklW,Tackles Def 3rd,Tackles Mid 3rd,Tackles Att 3rd,Challenges Tkl,Challenges Att,Challenges Tkl%,Challenges Lost,Blocks Blocks,Blocks Sh,Blocks Pass,Int,Tkl+Int,Clr,Err,Playing Time Mn/MP,Playing Time Min%,Starts Starts,Starts Mn/Start,Starts Compl,Subs Subs,Subs Mn/Sub,Subs unSub,Team Success PPM,Team Success onG,Team Success onGA,Team Success +/-,Team Success +/-90,Team Success On-Off,Team Success (xG) onxG,Team Success (xG) onxGA,Team Success (xG) xG+/-,Team Success (xG) xG+/-90,Team Success (xG) On-Off,Touches Touches,Touches Def Pen,Touches Def 3rd,Touches Mid 3rd,Touches Att 3rd,Touches Att Pen,Touches Live,Take-Ons Att,Take-Ons Succ,Take-Ons Succ%,Take-Ons Tkld,Take-Ons Tkld%,Carries Carries,Carries TotDist,Carries PrgDist,Carries PrgC,Carries 1/3,Carries CPA
2473,Daniele Sommariva,26.0,Goalkeeper,Serie A,Genoa,1.0,0.0,5.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.1,0.0,0.0,0.0,1.0,5.0,36.0,3.0,0.0,0.0,0.0,0.0,0.0,0.5,0.2,0.3,5.86,6.06,4.0,3.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,8.0,0.0,0.0,0.0
2474,Yann Sommer,34.0,Goalkeeper,Serie A,Inter,34.0,34.0,3060.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,6.0,0.18,6.0,0.0,0.0,0.0,0.0,0.0,2.0,0.06,2.0,0.0,0.0,0.0,0.0,0.0,1078.0,1236.0,87.2,24756.0,15782.0,289.0,289.0,100.0,548.0,556.0,98.6,235.0,382.0,61.5,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,43.0,3.0,1.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,2.0,2.0,100.0,0.0,1.0,0.0,1.0,0.0,2.0,7.0,1.0,90.0,89.5,34.0,90.0,34.0,0.0,0.0,3.0,2.56,81.0,19.0,62.0,1.82,0.57,69.8,27.7,42.2,1.24,0.01,1293.0,1074.0,1289.0,4.0,0.0,0.0,1293.0,0.0,0.0,0.0,0.0,0.0,806.0,3232.0,1881.0,0.0,0.0,0.0
2476,David Soria,30.0,Goalkeeper,La Liga,Getafe,38.0,38.0,3413.0,37.9,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.9,10.0,0.26,4.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,687.0,1295.0,53.1,27570.0,24122.0,41.0,42.0,97.6,233.0,242.0,96.3,412.0,1004.0,41.0,0.0,0.0,0.1,0.0,0.0,44.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,52.0,3.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,21.0,6.0,90.0,99.8,38.0,90.0,37.0,0.0,0.0,0.0,1.13,42.0,52.0,-10.0,-0.26,25.45,45.7,52.5,-6.9,-0.18,15.73,1393.0,1099.0,1386.0,7.0,0.0,0.0,1393.0,0.0,0.0,0.0,0.0,0.0,636.0,3979.0,2528.0,0.0,1.0,1.0
2478,Alessandro Sorrentino,21.0,Goalkeeper,Serie A,Monza,7.0,5.0,548.0,6.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.1,1.0,0.16,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,148.0,193.0,76.7,3731.0,2467.0,35.0,35.0,100.0,73.0,75.0,97.3,40.0,83.0,48.2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.0,16.0,5.0,90.0,5.0,2.0,49.0,31.0,1.0,8.0,16.0,-8.0,-1.31,-1.19,8.1,11.6,-3.5,-0.57,-0.15,205.0,174.0,203.0,2.0,0.0,0.0,205.0,1.0,1.0,100.0,0.0,0.0,99.0,484.0,301.0,0.0,0.0,0.0
2495,Marco Sportiello,31.0,Goalkeeper,Serie A,Milan,7.0,7.0,630.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,2.0,0.29,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.14,1.0,0.0,0.0,0.0,0.0,0.0,213.0,247.0,86.2,4909.0,3500.0,56.0,56.0,100.0,116.0,118.0,98.3,41.0,73.0,56.2,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,90.0,18.4,7.0,90.0,7.0,0.0,0.0,19.0,1.71,16.0,11.0,5.0,0.71,0.0,14.2,7.5,6.7,0.96,0.51,263.0,199.0,260.0,3.0,0.0,0.0,263.0,0.0,0.0,0.0,0.0,0.0,190.0,1070.0,685.0,0.0,0.0,0.0
2503,Jason Steele,32.0,Goalkeeper,Premier League,Brighton,17.0,17.0,1530.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,570.0,673.0,84.7,12217.0,8275.0,185.0,186.0,99.5,265.0,270.0,98.1,111.0,206.0,53.9,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,1.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,90.0,44.7,17.0,90.0,17.0,0.0,0.0,21.0,1.12,24.0,34.0,-10.0,-0.59,-0.73,28.4,24.9,3.5,0.2,0.3,711.0,630.0,706.0,5.0,0.0,0.0,711.0,0.0,0.0,0.0,0.0,0.0,490.0,1912.0,977.0,0.0,0.0,0.0
2513,Thomas Strakosha,28.0,Goalkeeper,Premier League,Brentford,2.0,1.0,135.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,71.0,73.2,1509.0,977.0,6.0,6.0,100.0,27.0,28.0,96.4,19.0,37.0,51.4,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,3.9,1.0,90.0,1.0,1.0,45.0,32.0,1.5,3.0,2.0,1.0,0.67,0.94,1.4,1.6,-0.2,-0.16,-0.23,75.0,62.0,74.0,1.0,0.0,0.0,75.0,0.0,0.0,0.0,0.0,0.0,35.0,156.0,88.0,0.0,0.0,0.0
2529,Mile Svilar,23.0,Goalkeeper,Serie A,Roma,15.0,15.0,1350.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,3.0,0.2,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,526.0,605.0,86.9,11527.0,7333.0,143.0,143.0,100.0,297.0,300.0,99.0,85.0,161.0,52.8,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,5.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,90.0,39.5,15.0,90.0,15.0,0.0,0.0,23.0,1.67,24.0,19.0,5.0,0.33,-0.28,19.7,21.0,-1.3,-0.09,-0.56,644.0,549.0,643.0,1.0,0.0,0.0,644.0,1.0,1.0,100.0,0.0,0.0,414.0,1946.0,1174.0,0.0,0.0,0.0
2538,Wojciech Szczęsny,33.0,Goalkeeper,Serie A,Juventus,35.0,35.0,3150.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,2.0,0.06,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,780.0,1006.0,77.5,22098.0,15358.0,121.0,122.0,99.2,389.0,394.0,98.7,270.0,486.0,55.6,0.0,0.0,0.0,0.0,1.0,11.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,38.0,3.0,1.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,11.0,2.0,90.0,92.1,35.0,90.0,35.0,0.0,0.0,1.0,1.83,49.0,30.0,19.0,0.54,-0.79,50.2,28.6,21.6,0.62,-0.36,1070.0,855.0,1062.0,8.0,0.0,0.0,1070.0,1.0,1.0,100.0,0.0,0.0,660.0,4408.0,2908.0,0.0,0.0,0.0
2567,Arnau Tenas,22.0,Goalkeeper,Ligue 1,Paris S-G,6.0,5.0,529.0,5.9,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.8,0.0,0.0,0.0,0.0,0.17,0.17,0.0,0.17,0.0,0.13,0.13,0.0,0.13,5.9,1.0,0.17,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.17,1.0,0.0,0.0,0.0,0.0,0.0,173.0,211.0,82.0,4055.0,2464.0,36.0,36.0,100.0,100.0,100.0,100.0,37.0,75.0,49.3,1.0,0.8,0.2,0.2,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0,17.3,5.0,90.0,5.0,1.0,79.0,13.0,1.83,9.0,7.0,2.0,0.34,-1.3,10.4,6.9,3.5,0.59,-0.31,220.0,199.0,218.0,2.0,0.0,0.0,220.0,0.0,0.0,0.0,0.0,0.0,168.0,710.0,397.0,0.0,0.0,0.0
2568,Marc-André ter Stegen,31.0,Goalkeeper,La Liga,Barcelona,28.0,28.0,2520.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.1,0.1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,8.0,0.29,7.0,1.0,0.0,0.0,0.0,0.0,2.0,0.07,1.0,1.0,0.0,0.0,0.0,0.0,927.0,1036.0,89.5,22797.0,16159.0,182.0,183.0,99.5,490.0,501.0,97.8,251.0,344.0,73.0,0.0,0.1,0.1,-0.1,1.0,9.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,4.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,90.0,73.7,28.0,90.0,28.0,0.0,0.0,0.0,2.32,58.0,27.0,31.0,1.11,0.71,53.0,29.8,23.2,0.83,-0.44,1080.0,816.0,1068.0,13.0,0.0,0.0,1080.0,0.0,0.0,0.0,0.0,0.0,695.0,3459.0,2503.0,0.0,0.0,0.0
2571,Pietro Terracciano,33.0,Goalkeeper,Serie A,Fiorentina,33.0,33.0,2970.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,33.0,4.0,0.12,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,979.0,1231.0,79.5,26917.0,18308.0,146.0,146.0,100.0,499.0,506.0,98.6,330.0,571.0,57.8,0.0,0.2,0.1,-0.2,2.0,13.0,2.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,44.0,1.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,3.0,33.3,2.0,1.0,0.0,1.0,0.0,1.0,8.0,0.0,90.0,86.8,33.0,90.0,33.0,0.0,0.0,5.0,1.61,50.0,35.0,15.0,0.45,0.45,44.7,40.3,4.3,0.13,0.28,1314.0,1099.0,1311.0,3.0,0.0,0.0,1314.0,0.0,0.0,0.0,0.0,0.0,726.0,3411.0,2221.0,0.0,0.0,0.0
2621,James Trafford,20.0,Goalkeeper,Premier League,Burnley,28.0,28.0,2520.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,7.0,0.25,3.0,4.0,0.0,0.0,0.0,0.0,1.0,0.04,0.0,1.0,0.0,0.0,0.0,0.0,1009.0,1541.0,65.5,23601.0,16311.0,318.0,323.0,98.5,451.0,464.0,97.2,235.0,735.0,32.0,0.0,0.0,0.1,0.0,0.0,24.0,1.0,0.0,6.0,0.0,0.0,5.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,40.0,14.0,3.0,82.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,2.0,2.0,100.0,0.0,0.0,0.0,0.0,1.0,3.0,18.0,1.0,90.0,73.7,28.0,90.0,28.0,0.0,0.0,8.0,0.5,27.0,62.0,-35.0,-1.25,-1.05,25.6,49.4,-23.8,-0.85,-0.26,1631.0,1036.0,1559.0,72.0,0.0,0.0,1631.0,2.0,2.0,100.0,0.0,0.0,1009.0,4620.0,2156.0,0.0,0.0,0.0
2633,Kevin Trapp,33.0,Goalkeeper,Bundesliga,Eint Frankfurt,32.0,32.0,2880.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,1.0,0.03,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,867.0,1166.0,74.4,20302.0,13375.0,230.0,230.0,100.0,443.0,449.0,98.7,193.0,479.0,40.3,0.0,0.0,0.0,0.0,0.0,8.0,1.0,0.0,1.0,0.0,0.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,58.0,8.0,1.0,88.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,9.0,1.0,90.0,94.1,32.0,90.0,32.0,0.0,0.0,0.0,1.34,47.0,48.0,-1.0,-0.03,-1.03,41.3,49.2,-7.8,-0.24,-1.2,1228.0,1013.0,1218.0,12.0,0.0,0.0,1228.0,0.0,0.0,0.0,0.0,0.0,704.0,3122.0,1991.0,0.0,0.0,0.0
2634,Mark Travers,24.0,Goalkeeper,Premier League,Bournemouth,4.0,4.0,360.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,118.0,56.8,2248.0,1616.0,10.0,10.0,100.0,31.0,31.0,100.0,26.0,77.0,33.8,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,90.0,10.5,4.0,90.0,4.0,0.0,0.0,25.0,1.5,5.0,5.0,0.0,0.0,0.38,5.0,5.9,-0.9,-0.23,-0.19,131.0,111.0,131.0,0.0,0.0,0.0,131.0,0.0,0.0,0.0,0.0,0.0,70.0,405.0,180.0,0.0,0.0,0.0
2645,Stefano Turati,21.0,Goalkeeper,Serie A,Frosinone,31.0,31.0,2745.0,30.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.5,1.0,0.03,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,775.0,1065.0,72.8,17065.0,12766.0,240.0,240.0,100.0,391.0,400.0,97.8,140.0,419.0,33.4,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,2.0,1.0,66.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,3.0,89.0,80.3,31.0,89.0,30.0,0.0,0.0,2.0,0.87,37.0,58.0,-21.0,-0.69,-0.16,37.8,48.0,-10.2,-0.34,-0.1,1137.0,1021.0,1131.0,6.0,0.0,0.0,1137.0,0.0,0.0,0.0,0.0,0.0,708.0,3772.0,2137.0,0.0,0.0,0.0
2646,Matt Turner,29.0,Goalkeeper,Premier League,Nott'ham Forest,17.0,17.0,1530.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,4.0,0.24,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,398.0,578.0,68.9,12363.0,9869.0,87.0,87.0,100.0,147.0,151.0,97.4,162.0,330.0,49.1,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,4.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,4.0,90.0,44.7,17.0,90.0,17.0,0.0,0.0,20.0,1.11,24.0,29.0,-5.0,-0.29,0.32,20.5,25.5,-4.9,-0.29,-0.37,616.0,489.0,611.0,6.0,0.0,0.0,616.0,0.0,0.0,0.0,0.0,0.0,319.0,1984.0,1372.0,0.0,0.0,0.0
2654,Sven Ulreich,34.0,Goalkeeper,Bundesliga,Bayern Munich,11.0,11.0,990.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,1.0,0.09,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,333.0,395.0,84.3,7176.0,4963.0,89.0,90.0,98.9,192.0,194.0,99.0,51.0,110.0,46.4,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,1.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,90.0,32.4,11.0,90.0,11.0,0.0,0.0,21.0,2.09,30.0,12.0,18.0,1.64,0.29,27.0,8.9,18.2,1.65,0.14,408.0,313.0,403.0,5.0,0.0,0.0,408.0,0.0,0.0,0.0,0.0,0.0,263.0,1032.0,472.0,0.0,0.0,0.0
2668,Álvaro Vallés,26.0,Goalkeeper,La Liga,Las Palmas,37.0,37.0,3263.0,36.3,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.3,6.0,0.17,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.03,1.0,0.0,0.0,0.0,0.0,0.0,1546.0,1926.0,80.3,33677.0,24426.0,495.0,496.0,99.8,750.0,770.0,97.4,296.0,641.0,46.2,0.0,0.0,0.1,0.0,0.0,14.0,0.0,0.0,5.0,0.0,1.0,6.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,73.0,8.0,2.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,3.0,0.0,0.0,3.0,8.0,37.5,5.0,0.0,0.0,0.0,0.0,3.0,40.0,1.0,88.0,95.4,37.0,88.0,36.0,0.0,0.0,0.0,1.08,33.0,44.0,-11.0,-0.3,1.42,32.9,52.9,-20.0,-0.55,1.43,2056.0,1271.0,1985.0,73.0,0.0,0.0,2056.0,1.0,1.0,100.0,0.0,0.0,1278.0,5138.0,3266.0,0.0,0.0,0.0
