Joueur,Age,Position,Ligue,equipe,Matchs joues,Titularisations,Minutes jouees,Matches equivalents 90 minutes,Buts,Passes decisives,Buts + Passes décisives,Buts hors penalty,Penalty marques,Penalty tentes,Cartons jaunes,Cartons rouges,Buts attendus (xG),Buts attendus hors penalty (npxG) ,Passes decisives attendues (xAG),xG + xAG hors penalty,Passes progressives ,Courses progressives ,Receptions progressives ,Buts par 90 minutes,Passes decisives par 90 minutes,Buts + Passes decisives par 90 minutes ,Buts hors penalty par 90 minutes,Buts + Passes decisives hors penalty par 90 min,xG par 90 minutes,xAG par 90 minutes,xG + xAG par 90 minutes,npxG par 90 minutes,npxG + xAG par 90 minutes,Matches (equivalents 90 minutes),Actions menant a un tir,Actions menant a un tir par 90 minutes ,Passes vivantes menant a un tir,Passes arretees menant a un tir,Ballons perdus menant a un tir,Tirs menant a un tir,Fautes subies menant a un tir,Actions defensives menant a un tir,Actions menant a un but,Actions menant a un but par 90 minutes,Passes vivantes menant a un but,Passes arretees menant a un but,Ballons perdus menant a un but,Tirs menant a un but,Fautes subies menant a un but ,Actions defensives menant a un but,Passes reussies totales,Passes tentees totales,Pourcentage de reussite des passes,Distance totale des passes ,Distance progressive des passes,Passes courtes reussies,Passes courtes tentees,Pourcentage de reussite des passes courtes,Passes moyennes reussies,Passes moyennes tentees,Pourcentage de reussite des passes moyennes,Passes longues reussies,Passes longues tentees,Pourcentage de reussite des passes longues,Passes decisives,Passes decisives attendues (xAG),Passes attendues ,Difference entre passes attendues et xAG,Passes cles,Passes vers le dernier tiers,Passes dans la surface adverse,Centres dans la surface adverse,Passes progressives,Deuxieme carton jaune,Fautes commises,Fautes subies,Hors-jeux,Centres,Performance Iterceptions ,Tacles reussis,Penalty obtenus,Penalty concedes,Buts contre son camp,Ballons recuperes,Duels aeriens gagnes,Duels aeriens perdus,Pourcentage de duels aeriens gagnes,Buts,Tirs,Tirs cadres,Pourcentage de tirs cadres,Tirs par 90 minutes,Tirs cadres par 90 minutes,Buts par tir,Buts par tir cadre,Distance moyenne des tirs,Coups francs,Penalty marques,Penalty tentes,Buts attendus (xG),Buts attendus hors penalty (npxG),npxG par tir,Difference entre buts reels et xG ,Difference entre buts reels hors penalty et npxG,Tacles,Tacles reussis,Tacles dans le tiers defensif,Tacles dans le tiers median,Tacles dans le tiers offensif,Tacles dans les duels ,Duels tentes,Pourcentage de tacles reussis Tkl%,Duels perdus,Contres,Tirs contres ,Passes contrees ,Interceptions ,Tacles + Interceptions,Degagements,Erreurs ayant conduit a un tir adverse,Minutes par match ,Pourcentage de minutes jouees ,Titularisations,Minutes par titularisation ,Matches completes,Remplacants,Minutes par entree,Matches non remplace,Points par match,Buts marques avec le joueur,Buts encaisses avec le joueur,Difference de buts avec le joueur,Difference de buts par 90 minutes,Difference avec/sans le joueur,xG marques avec le joueur ,xG encaisses avec le joueur,Difference de xG avec le joueur,Difference de xG par 90 minutes,Difference de xG avec/sans le joueur,Touches,Touches dans la surface defensive,Touches dans le tiers defensif,Touches dans le tier median,Touches dans le tiers offensif,Touches dans la surface offensive,Ballons en jeu,Dribbles tentes,Dribbles reussis,Pourcentage de dribbles reussis,Ballons perdus apres dribble,Pourcentage de ballons perdus apres dribble,Portees de balle,Distance totale parcourue avec le ballon,Distance progressive parcourue avec le ballon,Courses progressives,Courses vers le dernier tiers,Courses dans la surface adverse
Axel Disasi,25.0,Defender,Premier League,Chelsea,31.0,29.0,2579.0,28.7,2.0,0.0,2.0,2.0,0.0,0.0,6.0,0.0,2.4,2.4,0.3,2.7,30.0,112.0,21.0,0.07,0.0,0.07,0.07,0.07,0.08,0.01,0.09,0.08,0.09,28.7,13.0,0.45,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2031.0,2256.0,90.0,34081.0,11464.0,877.0,913.0,96.1,1050.0,1124.0,93.4,86.0,168.0,51.2,0.0,0.3,1.0,-0.3,3.0,115.0,8.0,1.0,112.0,0.0,17.0,17.0,4.0,10.0,18.0,19.0,0.0,0.0,1.0,150.0,72.0,31.0,69.9,2.0,16.0,4.0,25.0,0.56,0.14,0.13,0.5,10.3,0.0,0.0,0.0,2.4,2.4,0.15,-0.4,-0.4,33.0,19.0,20.0,10.0,3.0,23.0,30.0,76.7,7.0,26.0,19.0,7.0,18.0,51.0,102.0,2.0,83.0,75.4,29.0,89.0,27.0,2.0,5.0,4.0,1.52,50.0,50.0,0.0,0.0,-1.5,56.1,43.1,12.9,0.45,0.08,2496.0,291.0,1193.0,1140.0,175.0,24.0,2496.0,22.0,12.0,54.5,5.0,22.7,1613.0,7182.0,4223.0,30.0,20.0,3.0
Tiago Djaló,23.0,Defender,Serie A,Juventus,1.0,0.0,17.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,1.0,5.29,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,13.0,92.3,232.0,68.0,3.0,3.0,100.0,8.0,8.0,100.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,17.0,0.5,0.0,0.0,0.0,1.0,17.0,15.0,3.0,0.0,0.0,0.0,0.0,-0.61,0.0,0.2,-0.2,-0.96,-1.61,15.0,5.0,8.0,7.0,1.0,1.0,15.0,1.0,1.0,100.0,0.0,0.0,8.0,104.0,64.0,1.0,1.0,1.0
Djené,31.0,Defender,La Liga,Getafe,33.0,30.0,2484.0,27.6,0.0,0.0,0.0,0.0,0.0,0.0,14.0,1.0,0.1,0.1,0.3,0.4,13.0,98.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.02,0.0,0.02,27.6,22.0,0.8,19.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,861.0,1121.0,76.8,15810.0,5814.0,335.0,386.0,86.8,415.0,505.0,82.2,92.0,182.0,50.5,0.0,0.3,0.7,-0.3,7.0,64.0,11.0,5.0,98.0,1.0,51.0,37.0,1.0,30.0,23.0,19.0,0.0,1.0,0.0,175.0,37.0,29.0,56.1,0.0,6.0,1.0,16.7,0.22,0.04,0.0,0.0,23.2,0.0,0.0,0.0,0.1,0.1,0.02,-0.1,-0.1,34.0,19.0,18.0,13.0,3.0,15.0,26.0,57.7,11.0,31.0,15.0,16.0,23.0,57.0,70.0,0.0,75.0,72.6,30.0,79.0,18.0,3.0,36.0,0.0,1.18,28.0,33.0,-5.0,-0.18,0.49,31.2,36.7,-5.5,-0.2,0.05,1363.0,112.0,510.0,704.0,169.0,12.0,1363.0,25.0,18.0,72.0,3.0,12.0,661.0,3334.0,1637.0,13.0,14.0,1.0
Koffi Djidji,30.0,Defender,Serie A,Torino,13.0,8.0,759.0,8.4,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.1,0.1,0.0,0.1,4.0,19.0,3.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01,8.4,4.0,0.47,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,372.0,434.0,85.7,6282.0,2034.0,154.0,171.0,90.1,186.0,202.0,92.1,24.0,44.0,54.5,0.0,0.0,0.1,0.0,0.0,17.0,0.0,0.0,19.0,0.0,11.0,1.0,0.0,2.0,10.0,9.0,0.0,0.0,0.0,37.0,8.0,6.0,57.1,0.0,2.0,0.0,0.0,0.24,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.1,0.1,0.03,-0.1,-0.1,14.0,9.0,9.0,5.0,0.0,3.0,4.0,75.0,1.0,10.0,5.0,5.0,10.0,24.0,20.0,0.0,58.0,22.2,8.0,83.0,4.0,5.0,18.0,4.0,1.38,10.0,8.0,2.0,0.24,0.3,8.9,6.1,2.8,0.34,0.42,502.0,43.0,239.0,237.0,29.0,1.0,502.0,6.0,3.0,50.0,3.0,50.0,309.0,1128.0,436.0,4.0,4.0,1.0
Berat Djimsiti,30.0,Defender,Serie A,Atalanta,37.0,32.0,2832.0,31.5,0.0,1.0,1.0,0.0,0.0,0.0,5.0,0.0,0.8,0.8,0.7,1.5,6.0,79.0,10.0,0.0,0.03,0.03,0.0,0.03,0.03,0.02,0.05,0.03,0.05,31.5,18.0,0.57,16.0,0.0,0.0,1.0,1.0,0.0,1.0,0.03,1.0,0.0,0.0,0.0,0.0,0.0,1454.0,1661.0,87.5,27563.0,8404.0,488.0,555.0,87.9,808.0,870.0,92.9,136.0,187.0,72.7,1.0,0.7,0.5,0.3,7.0,40.0,5.0,1.0,79.0,0.0,17.0,11.0,0.0,6.0,57.0,24.0,0.0,1.0,0.0,171.0,92.0,55.0,62.6,0.0,13.0,0.0,0.0,0.41,0.0,0.0,0.0,10.6,0.0,0.0,0.0,0.8,0.8,0.06,-0.8,-0.8,42.0,24.0,29.0,12.0,1.0,19.0,31.0,61.3,12.0,53.0,33.0,20.0,57.0,99.0,100.0,0.0,77.0,82.8,32.0,85.0,28.0,5.0,21.0,1.0,1.86,60.0,32.0,28.0,0.89,0.58,48.4,33.3,15.1,0.48,0.24,1962.0,217.0,1054.0,823.0,96.0,26.0,1962.0,2.0,1.0,50.0,1.0,50.0,953.0,4836.0,2044.0,6.0,10.0,0.0
Ritsu Doan,25.0,Defender,Bundesliga,Freiburg,30.0,26.0,2246.0,25.0,7.0,2.0,9.0,7.0,0.0,0.0,2.0,0.0,5.0,5.0,3.1,8.1,49.0,78.0,139.0,0.28,0.08,0.36,0.28,0.36,0.2,0.12,0.32,0.2,0.32,25.0,70.0,2.81,48.0,8.0,7.0,2.0,5.0,0.0,7.0,0.28,6.0,0.0,0.0,0.0,1.0,0.0,504.0,713.0,70.7,7391.0,2663.0,310.0,367.0,84.5,151.0,210.0,71.9,27.0,79.0,34.2,2.0,3.1,4.2,-1.1,31.0,49.0,22.0,4.0,78.0,0.0,26.0,35.0,2.0,61.0,9.0,27.0,1.0,0.0,0.0,97.0,21.0,28.0,42.9,7.0,37.0,19.0,51.4,1.48,0.76,0.19,0.37,15.4,0.0,0.0,0.0,5.0,5.0,0.13,2.0,2.0,50.0,27.0,21.0,19.0,10.0,21.0,36.0,58.3,15.0,30.0,3.0,27.0,9.0,59.0,29.0,0.0,75.0,73.4,26.0,83.0,13.0,4.0,24.0,0.0,1.27,32.0,39.0,-7.0,-0.28,0.38,35.4,36.8,-1.4,-0.06,-0.09,1038.0,39.0,183.0,455.0,417.0,64.0,1038.0,115.0,53.0,46.1,55.0,47.8,590.0,3301.0,1706.0,49.0,41.0,9.0
Dodô,24.0,Defender,Serie A,Fiorentina,9.0,7.0,523.0,5.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.8,0.9,20.0,39.0,21.0,0.0,0.0,0.0,0.0,0.0,0.01,0.13,0.15,0.01,0.15,5.8,15.0,2.59,13.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,278.0,347.0,80.1,5196.0,1670.0,105.0,120.0,87.5,141.0,168.0,83.9,29.0,42.0,69.0,0.0,0.8,0.6,-0.8,10.0,25.0,9.0,3.0,39.0,0.0,7.0,8.0,0.0,19.0,5.0,3.0,0.0,0.0,0.0,34.0,4.0,2.0,66.7,0.0,2.0,1.0,50.0,0.34,0.17,0.0,0.0,19.9,0.0,0.0,0.0,0.1,0.1,0.04,-0.1,-0.1,5.0,3.0,1.0,4.0,0.0,2.0,5.0,40.0,3.0,2.0,0.0,2.0,5.0,10.0,11.0,0.0,58.0,15.3,7.0,72.0,4.0,2.0,9.0,8.0,1.56,10.0,14.0,-4.0,-0.69,-1.28,6.7,11.3,-4.6,-0.79,-1.04,391.0,20.0,97.0,201.0,97.0,7.0,391.0,18.0,10.0,55.6,5.0,27.8,244.0,1563.0,857.0,20.0,10.0,4.0
Danilho Doekhi,25.0,Defender,Bundesliga,Union Berlin,24.0,24.0,2160.0,24.0,2.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,1.2,1.2,0.2,1.3,7.0,65.0,6.0,0.08,0.0,0.08,0.08,0.08,0.05,0.01,0.06,0.05,0.06,24.0,25.0,1.04,17.0,0.0,0.0,4.0,4.0,0.0,3.0,0.12,1.0,0.0,0.0,1.0,1.0,0.0,738.0,919.0,80.3,13735.0,5232.0,273.0,311.0,87.8,379.0,434.0,87.3,72.0,146.0,49.3,0.0,0.2,1.0,-0.2,4.0,67.0,9.0,1.0,65.0,0.0,13.0,20.0,0.0,4.0,38.0,23.0,1.0,0.0,0.0,68.0,53.0,42.0,55.8,2.0,16.0,2.0,12.5,0.67,0.08,0.13,1.0,10.0,0.0,0.0,0.0,1.2,1.2,0.07,0.8,0.8,34.0,23.0,18.0,16.0,0.0,15.0,21.0,71.4,6.0,46.0,25.0,21.0,38.0,72.0,111.0,1.0,90.0,70.6,24.0,90.0,24.0,0.0,0.0,3.0,0.92,26.0,43.0,-17.0,-0.71,0.09,29.3,34.4,-5.1,-0.21,0.32,1225.0,154.0,634.0,537.0,58.0,25.0,1225.0,4.0,2.0,50.0,0.0,0.0,585.0,2763.0,1599.0,7.0,16.0,1.0
Matt Doherty,31.0,Defender,Premier League,Wolves,30.0,9.0,1150.0,12.8,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.8,0.8,1.3,2.2,12.0,31.0,64.0,0.08,0.0,0.08,0.08,0.08,0.07,0.1,0.17,0.07,0.17,12.8,19.0,1.48,18.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,515.0,653.0,78.9,7798.0,2105.0,296.0,348.0,85.1,174.0,212.0,82.1,31.0,55.0,56.4,0.0,1.3,0.9,-1.3,12.0,22.0,7.0,1.0,31.0,0.0,13.0,11.0,5.0,13.0,7.0,18.0,0.0,0.0,0.0,65.0,38.0,33.0,53.5,1.0,9.0,3.0,33.3,0.7,0.23,0.11,0.33,10.8,0.0,0.0,0.0,0.8,0.8,0.09,0.2,0.2,31.0,18.0,17.0,10.0,4.0,12.0,23.0,52.2,11.0,15.0,5.0,10.0,7.0,38.0,47.0,0.0,38.0,33.6,9.0,79.0,4.0,21.0,21.0,8.0,1.4,17.0,21.0,-4.0,-0.31,0.12,16.3,23.8,-7.4,-0.58,-0.04,811.0,60.0,274.0,336.0,205.0,31.0,811.0,14.0,6.0,42.9,7.0,50.0,325.0,1293.0,597.0,12.0,8.0,3.0
Josh Doig,21.0,Defender,Serie A,Hellas Verona,12.0,11.0,830.0,9.2,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.2,0.2,0.3,0.5,23.0,15.0,22.0,0.0,0.0,0.0,0.0,0.0,0.02,0.04,0.06,0.02,0.06,9.2,9.0,0.98,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,251.0,338.0,74.3,4528.0,1565.0,103.0,123.0,83.7,119.0,143.0,83.2,24.0,50.0,48.0,0.0,0.3,0.4,-0.3,5.0,15.0,5.0,4.0,15.0,0.0,7.0,4.0,1.0,30.0,4.0,9.0,0.0,1.0,0.0,36.0,5.0,7.0,41.7,0.0,5.0,1.0,20.0,0.54,0.11,0.0,0.0,19.8,0.0,0.0,0.0,0.2,0.2,0.04,-0.2,-0.2,16.0,9.0,9.0,7.0,0.0,13.0,17.0,76.5,4.0,12.0,3.0,9.0,4.0,20.0,17.0,1.0,69.0,24.3,11.0,71.0,2.0,1.0,45.0,4.0,1.08,9.0,12.0,-3.0,-0.33,0.02,5.9,11.6,-5.6,-0.61,-0.44,426.0,21.0,125.0,201.0,106.0,13.0,426.0,21.0,10.0,47.6,9.0,42.9,216.0,1407.0,637.0,23.0,16.0,3.0
Josh Doig,21.0,Defender,Serie A,Sassuolo,16.0,15.0,1343.0,14.9,0.0,2.0,2.0,0.0,0.0,0.0,5.0,0.0,0.2,0.2,1.1,1.3,30.0,33.0,45.0,0.0,0.13,0.13,0.0,0.13,0.01,0.08,0.09,0.01,0.09,14.9,27.0,1.81,19.0,6.0,0.0,2.0,0.0,0.0,4.0,0.27,2.0,1.0,0.0,1.0,0.0,0.0,404.0,591.0,68.4,6365.0,2717.0,233.0,264.0,88.3,136.0,204.0,66.7,26.0,86.0,30.2,2.0,1.1,0.7,0.9,14.0,39.0,9.0,7.0,33.0,0.0,15.0,11.0,0.0,47.0,16.0,17.0,0.0,1.0,0.0,49.0,15.0,14.0,51.7,0.0,8.0,2.0,25.0,0.54,0.13,0.0,0.0,20.9,0.0,0.0,0.0,0.2,0.2,0.02,-0.2,-0.2,25.0,17.0,16.0,9.0,0.0,15.0,27.0,55.6,12.0,31.0,10.0,21.0,16.0,41.0,38.0,0.0,84.0,39.3,15.0,87.0,11.0,1.0,45.0,1.0,0.63,14.0,32.0,-18.0,-1.21,-0.6,13.8,23.8,-10.0,-0.67,-0.16,758.0,44.0,241.0,320.0,203.0,10.0,758.0,23.0,4.0,17.4,18.0,78.3,294.0,2111.0,934.0,30.0,17.0,2.0
Carlos Dominguez,22.0,Defender,La Liga,Celta Vigo,22.0,18.0,1584.0,17.6,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.3,0.3,0.1,0.4,11.0,63.0,3.0,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.02,0.02,0.02,17.6,13.0,0.74,12.0,1.0,0.0,0.0,0.0,0.0,1.0,0.06,1.0,0.0,0.0,0.0,0.0,0.0,681.0,864.0,78.8,12595.0,4749.0,257.0,302.0,85.1,353.0,398.0,88.7,63.0,134.0,47.0,0.0,0.1,0.3,-0.1,3.0,72.0,3.0,0.0,63.0,0.0,15.0,8.0,0.0,3.0,22.0,21.0,0.0,0.0,2.0,71.0,36.0,30.0,54.5,0.0,5.0,0.0,0.0,0.28,0.0,0.0,0.0,15.6,0.0,0.0,0.0,0.3,0.3,0.06,-0.3,-0.3,33.0,21.0,17.0,9.0,7.0,23.0,37.0,62.2,14.0,24.0,12.0,12.0,22.0,55.0,78.0,0.0,72.0,46.3,18.0,84.0,12.0,4.0,18.0,15.0,1.27,24.0,29.0,-5.0,-0.28,0.01,22.3,26.4,-4.2,-0.24,-0.25,1068.0,110.0,498.0,515.0,63.0,10.0,1068.0,2.0,2.0,100.0,0.0,0.0,592.0,2792.0,1490.0,11.0,11.0,1.0
Giulio Donati,33.0,Defender,Serie A,Monza,4.0,0.0,36.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.2,0.2,0.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.05,0.46,0.51,0.05,0.51,0.4,4.0,10.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,2.5,1.0,0.0,0.0,0.0,0.0,0.0,38.0,46.0,82.6,656.0,213.0,18.0,21.0,85.7,18.0,21.0,85.7,2.0,3.0,66.7,0.0,0.2,0.2,-0.2,3.0,0.0,1.0,1.0,3.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,1.0,1.0,100.0,2.5,2.5,0.0,0.0,27.3,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,9.0,1.1,0.0,0.0,0.0,4.0,9.0,28.0,0.8,5.0,6.0,-1.0,-2.5,-2.21,0.9,0.9,0.0,-0.01,0.43,51.0,0.0,11.0,25.0,15.0,1.0,51.0,0.0,0.0,0.0,0.0,0.0,30.0,120.0,58.0,0.0,2.0,0.0
Patrick Dorgu,18.0,Defender,Serie A,Lecce,32.0,17.0,1564.0,17.4,2.0,0.0,2.0,2.0,0.0,0.0,6.0,0.0,2.0,2.0,1.6,3.6,37.0,49.0,86.0,0.12,0.0,0.12,0.12,0.12,0.11,0.09,0.21,0.11,0.21,17.4,40.0,2.3,26.0,5.0,2.0,3.0,4.0,0.0,1.0,0.06,0.0,0.0,0.0,1.0,0.0,0.0,582.0,729.0,79.8,9119.0,2695.0,305.0,338.0,90.2,215.0,266.0,80.8,40.0,77.0,51.9,0.0,1.6,0.7,-1.6,18.0,31.0,13.0,7.0,49.0,0.0,25.0,44.0,2.0,41.0,9.0,22.0,0.0,0.0,0.0,78.0,27.0,25.0,51.9,2.0,18.0,7.0,38.9,1.04,0.4,0.11,0.29,17.8,0.0,0.0,0.0,2.0,2.0,0.11,0.0,0.0,43.0,22.0,22.0,17.0,4.0,22.0,34.0,64.7,12.0,16.0,5.0,11.0,9.0,52.0,45.0,2.0,49.0,45.7,17.0,71.0,4.0,15.0,24.0,4.0,1.06,14.0,20.0,-6.0,-0.35,0.43,18.8,23.9,-5.1,-0.29,-0.04,949.0,57.0,263.0,431.0,265.0,32.0,949.0,38.0,15.0,39.5,16.0,42.1,535.0,2892.0,1460.0,37.0,34.0,4.0
Alberto Dossena,24.0,Defender,Serie A,Cagliari,35.0,33.0,2977.0,33.1,2.0,4.0,6.0,2.0,0.0,0.0,5.0,0.0,2.2,2.2,2.1,4.3,9.0,89.0,2.0,0.06,0.12,0.18,0.06,0.18,0.07,0.06,0.13,0.07,0.13,33.1,29.0,0.88,21.0,0.0,0.0,4.0,1.0,3.0,5.0,0.15,4.0,0.0,0.0,1.0,0.0,0.0,1042.0,1305.0,79.8,22274.0,7809.0,279.0,324.0,86.1,597.0,680.0,87.8,158.0,271.0,58.3,4.0,2.1,1.3,1.9,12.0,71.0,4.0,0.0,89.0,0.0,38.0,42.0,0.0,1.0,45.0,35.0,0.0,0.0,2.0,190.0,118.0,68.0,63.4,2.0,24.0,6.0,25.0,0.73,0.18,0.08,0.33,11.3,0.0,0.0,0.0,2.2,2.2,0.09,-0.2,-0.2,55.0,35.0,43.0,12.0,0.0,32.0,48.0,66.7,16.0,50.0,27.0,23.0,45.0,100.0,172.0,2.0,85.0,87.0,33.0,88.0,30.0,2.0,34.0,1.0,1.0,36.0,51.0,-15.0,-0.45,1.78,36.5,43.5,-7.0,-0.21,0.72,1720.0,270.0,930.0,748.0,55.0,35.0,1720.0,8.0,5.0,62.5,3.0,37.5,774.0,3763.0,2159.0,9.0,6.0,0.0
Guela Doué,20.0,Defender,Ligue 1,Rennes,24.0,13.0,1234.0,13.7,0.0,2.0,2.0,0.0,0.0,0.0,1.0,1.0,0.5,0.5,1.1,1.6,41.0,53.0,85.0,0.0,0.15,0.15,0.0,0.15,0.04,0.08,0.12,0.04,0.12,13.7,39.0,2.84,28.0,2.0,2.0,3.0,3.0,1.0,8.0,0.58,6.0,0.0,0.0,0.0,2.0,0.0,502.0,669.0,75.0,9050.0,2831.0,202.0,240.0,84.2,229.0,297.0,77.1,55.0,100.0,55.0,2.0,1.1,1.4,0.9,17.0,47.0,13.0,6.0,53.0,0.0,29.0,11.0,0.0,43.0,15.0,21.0,2.0,0.0,0.0,78.0,18.0,19.0,48.6,0.0,15.0,3.0,20.0,1.09,0.22,0.0,0.0,22.0,0.0,0.0,0.0,0.5,0.5,0.03,-0.5,-0.5,28.0,21.0,14.0,12.0,2.0,22.0,32.0,68.8,10.0,12.0,1.0,11.0,15.0,43.0,65.0,1.0,51.0,40.3,13.0,81.0,11.0,11.0,16.0,7.0,1.63,29.0,18.0,11.0,0.8,1.0,22.9,16.4,6.5,0.47,0.21,843.0,66.0,270.0,338.0,246.0,24.0,843.0,29.0,20.0,69.0,7.0,24.1,509.0,3429.0,1708.0,41.0,41.0,9.0
Alfie Doughty,23.0,Defender,Premier League,Luton Town,37.0,34.0,2925.0,32.5,2.0,8.0,10.0,2.0,0.0,0.0,5.0,0.0,1.3,1.3,6.3,7.6,94.0,106.0,164.0,0.06,0.25,0.31,0.06,0.31,0.04,0.19,0.23,0.04,0.23,32.5,115.0,3.54,57.0,47.0,4.0,6.0,1.0,0.0,16.0,0.49,8.0,5.0,1.0,2.0,0.0,0.0,1121.0,1686.0,66.5,20956.0,8325.0,496.0,571.0,86.9,431.0,571.0,75.5,166.0,426.0,39.0,8.0,6.3,5.4,1.7,70.0,71.0,43.0,24.0,106.0,0.0,31.0,9.0,13.0,340.0,31.0,40.0,0.0,0.0,0.0,185.0,23.0,12.0,65.7,2.0,26.0,8.0,30.8,0.8,0.25,0.08,0.25,16.3,2.0,0.0,0.0,1.3,1.3,0.05,0.7,0.7,63.0,40.0,29.0,18.0,16.0,37.0,82.0,45.1,45.0,51.0,9.0,42.0,31.0,94.0,43.0,4.0,79.0,85.5,34.0,84.0,18.0,3.0,22.0,0.0,0.7,46.0,74.0,-28.0,-0.86,0.05,38.1,66.1,-28.1,-0.86,0.5,1998.0,102.0,541.0,665.0,818.0,76.0,1998.0,67.0,33.0,49.3,24.0,35.8,897.0,5522.0,2794.0,94.0,52.0,28.0
Radu Drăgușin,21.0,Defender,Premier League,Tottenham,9.0,4.0,429.0,4.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.0,0.1,5.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.03,0.03,4.8,1.0,0.21,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,326.0,370.0,88.1,5633.0,1782.0,130.0,148.0,87.8,185.0,198.0,93.4,8.0,16.0,50.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,8.0,0.0,6.0,4.0,1.0,0.0,8.0,3.0,0.0,0.0,0.0,21.0,9.0,6.0,60.0,0.0,1.0,0.0,0.0,0.21,0.0,0.0,0.0,10.4,0.0,0.0,0.0,0.1,0.1,0.14,-0.1,-0.1,5.0,3.0,5.0,0.0,0.0,3.0,3.0,100.0,0.0,5.0,4.0,1.0,8.0,13.0,19.0,0.0,48.0,12.5,4.0,90.0,4.0,5.0,14.0,9.0,1.89,10.0,7.0,3.0,0.63,0.33,12.8,8.3,4.5,0.95,0.94,411.0,44.0,217.0,189.0,7.0,2.0,411.0,3.0,1.0,33.3,1.0,33.3,284.0,1550.0,738.0,5.0,2.0,1.0
