Joueur,Age,Position,Ligue,equipe,Matchs joues,Titularisations,Minutes jouees,Matches equivalents 90 minutes,Buts,Passes decisives,Buts + Passes décisives,Buts hors penalty,Penalty marques,Penalty tentes,Cartons jaunes,Cartons rouges,Buts attendus (xG),Buts attendus hors penalty (npxG) ,Passes decisives attendues (xAG),xG + xAG hors penalty,Passes progressives ,Courses progressives ,Receptions progressives ,Buts par 90 minutes,Passes decisives par 90 minutes,Buts + Passes decisives par 90 minutes ,Buts hors penalty par 90 minutes,Buts + Passes decisives hors penalty par 90 min,xG par 90 minutes,xAG par 90 minutes,xG + xAG par 90 minutes,npxG par 90 minutes,npxG + xAG par 90 minutes,Matches (equivalents 90 minutes),Actions menant a un tir,Actions menant a un tir par 90 minutes ,Passes vivantes menant a un tir,Passes arretees menant a un tir,Ballons perdus menant a un tir,Tirs menant a un tir,Fautes subies menant a un tir,Actions defensives menant a un tir,Actions menant a un but,Actions menant a un but par 90 minutes,Passes vivantes menant a un but,Passes arretees menant a un but,Ballons perdus menant a un but,Tirs menant a un but,Fautes subies menant a un but ,Actions defensives menant a un but,Passes reussies totales,Passes tentees totales,Pourcentage de reussite des passes,Distance totale des passes ,Distance progressive des passes,Passes courtes reussies,Passes courtes tentees,Pourcentage de reussite des passes courtes,Passes moyennes reussies,Passes moyennes tentees,Pourcentage de reussite des passes moyennes,Passes longues reussies,Passes longues tentees,Pourcentage de reussite des passes longues,Passes decisives,Passes decisives attendues (xAG),Passes attendues ,Difference entre passes attendues et xAG,Passes cles,Passes vers le dernier tiers,Passes dans la surface adverse,Centres dans la surface adverse,Passes progressives,Deuxieme carton jaune,Fautes commises,Fautes subies,Hors-jeux,Centres,Performance Iterceptions ,Tacles reussis,Penalty obtenus,Penalty concedes,Buts contre son camp,Ballons recuperes,Duels aeriens gagnes,Duels aeriens perdus,Pourcentage de duels aeriens gagnes,Buts,Tirs,Tirs cadres,Pourcentage de tirs cadres,Tirs par 90 minutes,Tirs cadres par 90 minutes,Buts par tir,Buts par tir cadre,Distance moyenne des tirs,Coups francs,Penalty marques,Penalty tentes,Buts attendus (xG),Buts attendus hors penalty (npxG),npxG par tir,Difference entre buts reels et xG ,Difference entre buts reels hors penalty et npxG,Tacles,Tacles reussis,Tacles dans le tiers defensif,Tacles dans le tiers median,Tacles dans le tiers offensif,Tacles dans les duels ,Duels tentes,Pourcentage de tacles reussis Tkl%,Duels perdus,Contres,Tirs contres ,Passes contrees ,Interceptions ,Tacles + Interceptions,Degagements,Erreurs ayant conduit a un tir adverse,Minutes par match ,Pourcentage de minutes jouees ,Titularisations,Minutes par titularisation ,Matches completes,Remplacants,Minutes par entree,Matches non remplace,Points par match,Buts marques avec le joueur,Buts encaisses avec le joueur,Difference de buts avec le joueur,Difference de buts par 90 minutes,Difference avec/sans le joueur,xG marques avec le joueur ,xG encaisses avec le joueur,Difference de xG avec le joueur,Difference de xG par 90 minutes,Difference de xG avec/sans le joueur,Touches,Touches dans la surface defensive,Touches dans le tiers defensif,Touches dans le tier median,Touches dans le tiers offensif,Touches dans la surface offensive,Ballons en jeu,Dribbles tentes,Dribbles reussis,Pourcentage de dribbles reussis,Ballons perdus apres dribble,Pourcentage de ballons perdus apres dribble,Portees de balle,Distance totale parcourue avec le ballon,Distance progressive parcourue avec le ballon,Courses progressives,Courses vers le dernier tiers,Courses dans la surface adverse
Luis Hernández,34.0,Defender,La Liga,Cádiz,9.0,8.0,723.0,8.0,1.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0,1.0,1.0,0.4,1.3,2.0,31.0,1.0,0.12,0.0,0.12,0.12,0.12,0.12,0.04,0.16,0.12,0.16,8.0,17.0,2.12,9.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,257.0,363.0,70.8,5409.0,2776.0,78.0,92.0,84.8,137.0,170.0,80.6,41.0,98.0,41.8,0.0,0.4,0.4,-0.4,6.0,27.0,1.0,0.0,31.0,0.0,8.0,0.0,0.0,2.0,8.0,3.0,0.0,0.0,0.0,24.0,9.0,2.0,81.8,1.0,1.0,1.0,100.0,0.12,0.12,1.0,1.0,2.2,0.0,0.0,0.0,1.0,1.0,0.95,0.0,0.0,7.0,3.0,4.0,3.0,0.0,4.0,8.0,50.0,4.0,3.0,2.0,1.0,8.0,15.0,25.0,0.0,80.0,21.1,8.0,90.0,8.0,1.0,3.0,0.0,1.0,6.0,13.0,-7.0,-0.87,-0.14,8.3,13.1,-4.8,-0.59,-0.21,411.0,34.0,178.0,167.0,69.0,1.0,411.0,0.0,0.0,0.0,0.0,0.0,172.0,830.0,559.0,2.0,3.0,0.0
Theo Hernández,25.0,Defender,Serie A,Milan,32.0,31.0,2791.0,31.0,5.0,4.0,9.0,4.0,1.0,2.0,11.0,1.0,4.9,3.4,4.3,7.7,115.0,166.0,124.0,0.16,0.13,0.29,0.13,0.26,0.16,0.14,0.3,0.11,0.25,31.0,119.0,3.84,87.0,8.0,7.0,11.0,5.0,1.0,13.0,0.42,11.0,0.0,0.0,1.0,1.0,0.0,1717.0,1994.0,86.1,26200.0,9027.0,934.0,995.0,93.9,637.0,709.0,89.8,91.0,172.0,52.9,4.0,4.3,4.6,-0.3,44.0,103.0,40.0,12.0,166.0,0.0,38.0,50.0,2.0,68.0,23.0,17.0,1.0,1.0,0.0,172.0,29.0,18.0,61.7,5.0,55.0,16.0,29.1,1.77,0.52,0.07,0.25,20.7,2.0,1.0,2.0,4.9,3.4,0.06,0.1,0.6,30.0,17.0,19.0,11.0,0.0,11.0,22.0,50.0,11.0,33.0,13.0,20.0,23.0,53.0,42.0,1.0,87.0,81.6,31.0,89.0,26.0,1.0,23.0,0.0,2.13,70.0,42.0,28.0,0.9,1.05,56.7,36.7,20.0,0.64,0.53,2270.0,90.0,581.0,1191.0,531.0,71.0,2268.0,81.0,37.0,45.7,32.0,39.5,1467.0,9352.0,6095.0,115.0,93.0,13.0
Jorge Herrando,22.0,Defender,La Liga,Osasuna,19.0,18.0,1644.0,18.3,0.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,0.4,0.4,0.2,0.6,3.0,35.0,1.0,0.0,0.05,0.05,0.0,0.05,0.02,0.01,0.03,0.02,0.03,18.3,4.0,0.22,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,589.0,738.0,79.8,11221.0,4290.0,213.0,237.0,89.9,315.0,347.0,90.8,56.0,131.0,42.7,1.0,0.2,0.1,0.8,2.0,33.0,1.0,0.0,35.0,0.0,26.0,10.0,0.0,0.0,15.0,19.0,0.0,0.0,0.0,49.0,26.0,25.0,51.0,0.0,4.0,0.0,0.0,0.22,0.0,0.0,0.0,14.5,0.0,0.0,0.0,0.4,0.4,0.09,-0.4,-0.4,29.0,19.0,23.0,6.0,0.0,12.0,19.0,63.2,7.0,20.0,11.0,9.0,15.0,44.0,69.0,1.0,87.0,48.1,18.0,89.0,17.0,1.0,36.0,19.0,1.05,21.0,26.0,-5.0,-0.27,0.03,17.3,24.4,-7.0,-0.39,-0.27,899.0,125.0,476.0,399.0,25.0,10.0,899.0,2.0,2.0,100.0,0.0,0.0,442.0,1982.0,870.0,3.0,3.0,0.0
Juan Herzog,20.0,Defender,La Liga,Las Palmas,4.0,3.0,292.0,3.2,2.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,0.7,0.7,0.0,0.7,0.0,3.0,0.0,0.62,0.0,0.62,0.62,0.62,0.21,0.0,0.21,0.21,0.21,3.2,1.0,0.31,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,195.0,220.0,88.6,2675.0,1152.0,121.0,127.0,95.3,62.0,68.0,91.2,5.0,12.0,41.7,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,1.0,1.0,0.0,0.0,2.0,5.0,0.0,0.0,0.0,13.0,4.0,3.0,57.1,2.0,3.0,3.0,100.0,0.92,0.92,0.67,0.67,6.2,0.0,0.0,0.0,0.7,0.7,0.23,1.3,1.3,6.0,5.0,5.0,1.0,0.0,3.0,6.0,50.0,3.0,4.0,1.0,3.0,2.0,8.0,17.0,0.0,73.0,8.5,3.0,90.0,3.0,1.0,22.0,17.0,1.5,6.0,5.0,1.0,0.31,0.74,2.5,7.7,-5.3,-1.63,-1.1,257.0,30.0,161.0,93.0,3.0,3.0,257.0,1.0,1.0,100.0,0.0,0.0,132.0,383.0,144.0,0.0,0.0,0.0
Aaron Hickey,21.0,Defender,Premier League,Brentford,9.0,9.0,713.0,7.9,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.2,0.2,0.1,0.3,9.0,21.0,13.0,0.0,0.0,0.0,0.0,0.0,0.03,0.01,0.04,0.03,0.04,7.9,7.0,0.88,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,243.0,277.0,87.7,3813.0,894.0,134.0,140.0,95.7,92.0,106.0,86.8,14.0,20.0,70.0,0.0,0.1,0.1,-0.1,1.0,10.0,2.0,0.0,21.0,0.0,10.0,16.0,0.0,5.0,3.0,9.0,0.0,0.0,0.0,42.0,1.0,9.0,10.0,0.0,7.0,1.0,14.3,0.88,0.13,0.0,0.0,25.3,0.0,0.0,0.0,0.2,0.2,0.03,-0.2,-0.2,16.0,9.0,9.0,3.0,4.0,7.0,7.0,100.0,0.0,7.0,3.0,4.0,3.0,19.0,10.0,0.0,79.0,20.8,9.0,79.0,2.0,0.0,0.0,0.0,1.11,10.0,12.0,-2.0,-0.25,-0.02,10.3,10.3,0.1,0.01,-0.07,356.0,25.0,132.0,155.0,76.0,7.0,356.0,14.0,5.0,35.7,5.0,35.7,212.0,1107.0,505.0,9.0,3.0,1.0
Isak Hien,24.0,Defender,Serie A,Hellas Verona,10.0,9.0,864.0,9.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.4,0.4,0.0,0.4,8.0,26.0,1.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.04,0.04,0.04,9.6,3.0,0.31,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,324.0,394.0,82.2,6945.0,2807.0,83.0,103.0,80.6,192.0,210.0,91.4,47.0,69.0,68.1,0.0,0.0,0.1,0.0,0.0,21.0,0.0,0.0,26.0,0.0,11.0,2.0,0.0,0.0,7.0,10.0,0.0,0.0,0.0,66.0,34.0,24.0,58.6,0.0,4.0,1.0,25.0,0.42,0.1,0.0,0.0,9.0,0.0,0.0,0.0,0.4,0.4,0.11,-0.4,-0.4,17.0,10.0,10.0,7.0,0.0,10.0,19.0,52.6,9.0,12.0,5.0,7.0,7.0,24.0,33.0,1.0,86.0,25.3,9.0,89.0,8.0,1.0,61.0,0.0,0.8,7.0,11.0,-4.0,-0.42,-0.1,9.2,9.1,0.0,0.0,0.38,505.0,65.0,274.0,227.0,14.0,6.0,505.0,7.0,2.0,28.6,4.0,57.1,251.0,1373.0,682.0,8.0,3.0,0.0
Isak Hien,24.0,Defender,Serie A,Atalanta,16.0,9.0,937.0,10.4,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.2,0.2,0.1,0.3,0.0,24.0,0.0,0.0,0.1,0.1,0.0,0.1,0.02,0.01,0.03,0.02,0.03,10.4,4.0,0.38,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1,1.0,0.0,0.0,0.0,0.0,0.0,417.0,472.0,88.3,8718.0,2621.0,102.0,124.0,82.3,268.0,283.0,94.7,44.0,56.0,78.6,1.0,0.1,0.1,0.9,1.0,14.0,0.0,0.0,24.0,0.0,18.0,9.0,2.0,0.0,14.0,12.0,0.0,0.0,0.0,60.0,36.0,15.0,70.6,0.0,4.0,2.0,50.0,0.38,0.19,0.0,0.0,9.1,0.0,0.0,0.0,0.2,0.2,0.05,-0.2,-0.2,18.0,12.0,8.0,10.0,0.0,7.0,15.0,46.7,8.0,12.0,5.0,7.0,14.0,32.0,33.0,0.0,59.0,27.4,9.0,90.0,9.0,7.0,18.0,1.0,1.94,22.0,11.0,11.0,1.06,0.37,17.9,11.5,6.5,0.62,0.25,572.0,71.0,305.0,256.0,17.0,8.0,572.0,5.0,3.0,60.0,2.0,40.0,256.0,997.0,442.0,0.0,1.0,1.0
James Hill,21.0,Defender,Premier League,Bournemouth,5.0,1.0,76.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,1.0,1.18,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,42.0,66.7,542.0,243.0,13.0,16.0,81.3,8.0,13.0,61.5,5.0,10.0,50.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,7.0,4.0,1.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,2.0,0.0,1.0,1.0,100.0,0.0,3.0,2.0,1.0,3.0,6.0,8.0,0.0,15.0,2.2,1.0,54.0,0.0,4.0,6.0,10.0,2.0,1.0,1.0,0.0,0.0,0.35,1.5,1.3,0.2,0.2,0.27,62.0,10.0,26.0,24.0,12.0,0.0,62.0,1.0,0.0,0.0,1.0,100.0,18.0,41.0,7.0,0.0,1.0,0.0
Piero Hincapié,21.0,Defender,Bundesliga,Leverkusen,26.0,16.0,1484.0,16.5,1.0,2.0,3.0,1.0,0.0,0.0,2.0,0.0,1.9,1.9,0.5,2.5,34.0,102.0,50.0,0.06,0.12,0.18,0.06,0.18,0.12,0.03,0.15,0.12,0.15,16.5,23.0,1.39,20.0,0.0,0.0,2.0,1.0,0.0,5.0,0.3,4.0,0.0,0.0,1.0,0.0,0.0,1307.0,1435.0,91.1,19443.0,6533.0,758.0,788.0,96.2,469.0,509.0,92.1,52.0,91.0,57.1,2.0,0.5,0.9,1.5,6.0,99.0,9.0,0.0,102.0,0.0,16.0,11.0,0.0,8.0,13.0,22.0,0.0,0.0,0.0,78.0,36.0,27.0,57.1,1.0,18.0,6.0,33.3,1.09,0.36,0.06,0.17,14.2,0.0,0.0,0.0,1.9,1.9,0.11,-0.9,-0.9,35.0,22.0,14.0,17.0,4.0,13.0,17.0,76.5,4.0,18.0,7.0,11.0,13.0,48.0,43.0,0.0,57.0,48.5,16.0,84.0,10.0,10.0,15.0,5.0,2.62,36.0,9.0,27.0,1.64,-0.53,34.5,11.9,22.6,1.37,0.16,1597.0,100.0,472.0,895.0,237.0,25.0,1597.0,6.0,1.0,16.7,5.0,83.3,994.0,5078.0,3063.0,34.0,32.0,1.0
Jack Hinshelwood,18.0,Defender,Premier League,Brighton,12.0,8.0,869.0,9.7,3.0,0.0,3.0,3.0,0.0,0.0,1.0,0.0,1.9,1.9,0.7,2.5,16.0,19.0,38.0,0.31,0.0,0.31,0.31,0.31,0.19,0.07,0.26,0.19,0.26,9.7,14.0,1.45,11.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,418.0,498.0,83.9,5999.0,1172.0,233.0,267.0,87.3,156.0,175.0,89.1,9.0,22.0,40.9,0.0,0.7,0.4,-0.7,8.0,24.0,5.0,1.0,19.0,0.0,11.0,3.0,1.0,10.0,14.0,5.0,0.0,1.0,0.0,33.0,7.0,8.0,46.7,3.0,14.0,8.0,57.1,1.45,0.83,0.21,0.38,9.2,0.0,0.0,0.0,1.9,1.9,0.14,1.1,1.1,14.0,5.0,7.0,4.0,3.0,5.0,13.0,38.5,8.0,6.0,2.0,4.0,14.0,28.0,18.0,0.0,72.0,25.4,8.0,81.0,3.0,4.0,56.0,4.0,1.33,15.0,17.0,-2.0,-0.21,-0.03,16.4,14.5,1.9,0.2,0.22,590.0,26.0,193.0,256.0,143.0,30.0,590.0,5.0,0.0,0.0,4.0,80.0,331.0,1598.0,726.0,16.0,15.0,1.0
Mason Holgate,26.0,Defender,Premier League,Sheffield Utd,10.0,9.0,710.0,7.9,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.6,0.6,0.4,1.1,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.05,0.13,0.08,0.13,7.9,4.0,0.51,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,138.0,211.0,65.4,2552.0,1215.0,65.0,83.0,78.3,52.0,78.0,66.7,19.0,44.0,43.2,0.0,0.4,0.2,-0.4,1.0,17.0,2.0,2.0,13.0,0.0,8.0,4.0,0.0,7.0,11.0,7.0,0.0,1.0,0.0,30.0,9.0,7.0,56.3,0.0,3.0,0.0,0.0,0.38,0.0,0.0,0.0,6.5,0.0,0.0,0.0,0.6,0.6,0.22,-0.6,-0.6,12.0,7.0,5.0,6.0,1.0,5.0,12.0,41.7,7.0,12.0,5.0,7.0,11.0,23.0,40.0,0.0,71.0,20.8,9.0,76.0,4.0,1.0,22.0,2.0,0.5,11.0,22.0,-11.0,-1.39,0.53,9.4,14.2,-4.8,-0.61,0.51,296.0,53.0,143.0,119.0,35.0,3.0,296.0,2.0,1.0,50.0,1.0,50.0,95.0,356.0,159.0,0.0,2.0,1.0
Emil Holm,23.0,Defender,Serie A,Atalanta,22.0,12.0,947.0,10.5,1.0,1.0,2.0,1.0,0.0,0.0,5.0,0.0,2.7,2.7,0.8,3.6,28.0,27.0,80.0,0.1,0.1,0.19,0.1,0.19,0.26,0.08,0.34,0.26,0.34,10.5,20.0,1.9,10.0,3.0,2.0,3.0,2.0,0.0,4.0,0.38,1.0,1.0,0.0,0.0,2.0,0.0,304.0,457.0,66.5,4675.0,1618.0,171.0,214.0,79.9,107.0,153.0,69.9,21.0,55.0,38.2,1.0,0.8,1.0,0.2,4.0,18.0,8.0,6.0,27.0,0.0,14.0,21.0,1.0,35.0,7.0,19.0,2.0,0.0,0.0,57.0,28.0,24.0,53.8,1.0,26.0,8.0,30.8,2.47,0.76,0.04,0.13,11.9,0.0,0.0,0.0,2.7,2.7,0.11,-1.7,-1.7,28.0,19.0,17.0,9.0,2.0,16.0,36.0,44.4,20.0,25.0,3.0,22.0,7.0,35.0,25.0,0.0,43.0,27.7,12.0,63.0,2.0,10.0,19.0,8.0,1.86,23.0,12.0,11.0,1.05,0.35,18.8,11.2,7.6,0.72,0.39,635.0,33.0,161.0,249.0,233.0,43.0,635.0,32.0,18.0,56.3,12.0,37.5,290.0,2133.0,1000.0,28.0,20.0,5.0
Franck Honorat,26.0,Defender,Bundesliga,Gladbach,32.0,28.0,2345.0,26.1,3.0,9.0,12.0,3.0,0.0,0.0,1.0,0.0,1.6,1.6,9.3,10.8,97.0,93.0,242.0,0.12,0.35,0.46,0.12,0.46,0.06,0.36,0.42,0.06,0.42,26.1,133.0,5.1,79.0,47.0,3.0,1.0,2.0,1.0,18.0,0.69,12.0,5.0,0.0,0.0,0.0,1.0,802.0,1207.0,66.4,13080.0,5175.0,432.0,520.0,83.1,246.0,365.0,67.4,84.0,211.0,39.8,9.0,9.3,9.4,-0.3,89.0,37.0,56.0,28.0,93.0,0.0,9.0,14.0,6.0,236.0,9.0,13.0,0.0,0.0,0.0,138.0,17.0,19.0,47.2,3.0,28.0,10.0,35.7,1.07,0.38,0.11,0.3,18.3,1.0,0.0,0.0,1.6,1.6,0.06,1.4,1.4,25.0,13.0,13.0,10.0,2.0,11.0,20.0,55.0,9.0,22.0,3.0,19.0,9.0,34.0,35.0,1.0,73.0,76.6,28.0,81.0,10.0,4.0,16.0,0.0,1.06,47.0,50.0,-3.0,-0.12,0.89,36.9,38.0,-1.1,-0.04,0.8,1413.0,28.0,249.0,501.0,680.0,66.0,1413.0,54.0,21.0,38.9,27.0,50.0,775.0,4677.0,2675.0,97.0,60.0,26.0
Timo Hübers,27.0,Defender,Bundesliga,Köln,31.0,31.0,2778.0,30.9,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,1.8,1.8,0.5,2.3,19.0,104.0,3.0,0.0,0.0,0.0,0.0,0.0,0.06,0.02,0.08,0.06,0.08,30.9,22.0,0.71,19.0,0.0,0.0,2.0,1.0,0.0,1.0,0.03,0.0,0.0,0.0,0.0,1.0,0.0,1473.0,1743.0,84.5,28520.0,10485.0,448.0,501.0,89.4,879.0,951.0,92.4,130.0,250.0,52.0,0.0,0.5,1.0,-0.5,6.0,105.0,7.0,1.0,104.0,0.0,44.0,25.0,1.0,3.0,63.0,47.0,1.0,0.0,0.0,211.0,99.0,49.0,66.9,0.0,22.0,5.0,22.7,0.71,0.16,0.0,0.0,12.6,0.0,0.0,0.0,1.8,1.8,0.08,-1.8,-1.8,68.0,47.0,51.0,14.0,3.0,49.0,80.0,61.3,31.0,54.0,28.0,26.0,63.0,131.0,168.0,1.0,90.0,90.8,31.0,90.0,30.0,0.0,0.0,0.0,0.81,24.0,53.0,-29.0,-0.94,0.02,36.9,57.7,-20.8,-0.67,0.75,2143.0,267.0,1200.0,897.0,65.0,31.0,2143.0,6.0,4.0,66.7,2.0,33.3,1203.0,6033.0,3442.0,19.0,14.0,1.0
Dean Huijsen,18.0,Defender,Serie A,Roma,13.0,4.0,509.0,5.7,2.0,0.0,2.0,2.0,0.0,0.0,4.0,0.0,0.4,0.4,0.1,0.5,4.0,18.0,15.0,0.35,0.0,0.35,0.35,0.35,0.07,0.01,0.08,0.07,0.08,5.7,8.0,1.41,4.0,0.0,1.0,2.0,1.0,0.0,4.0,0.71,1.0,0.0,1.0,1.0,1.0,0.0,400.0,459.0,87.1,7151.0,2423.0,158.0,175.0,90.3,203.0,221.0,91.9,34.0,47.0,72.3,0.0,0.1,0.1,-0.1,1.0,16.0,1.0,0.0,18.0,0.0,10.0,2.0,0.0,1.0,4.0,5.0,1.0,0.0,1.0,24.0,9.0,7.0,56.3,2.0,6.0,2.0,33.3,1.06,0.35,0.33,1.0,11.0,0.0,0.0,0.0,0.4,0.4,0.07,1.6,1.6,10.0,5.0,5.0,5.0,0.0,1.0,4.0,25.0,3.0,7.0,4.0,3.0,4.0,14.0,26.0,2.0,39.0,14.9,4.0,69.0,2.0,9.0,26.0,7.0,2.08,9.0,10.0,-1.0,-0.18,-0.8,5.6,7.1,-1.5,-0.26,-0.6,525.0,62.0,204.0,281.0,41.0,8.0,525.0,2.0,1.0,50.0,1.0,50.0,308.0,1407.0,696.0,4.0,3.0,0.0
Dean Huijsen,18.0,Defender,Serie A,Juventus,1.0,0.0,13.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,19.0,94.7,370.0,115.0,5.0,5.0,100.0,10.0,10.0,100.0,3.0,3.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,13.0,0.4,0.0,0.0,0.0,1.0,13.0,14.0,3.0,0.0,0.0,0.0,0.0,-0.61,0.6,0.0,0.6,4.11,3.47,20.0,1.0,8.0,13.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,17.0,94.0,56.0,0.0,0.0,0.0
Mats Hummels,34.0,Defender,Bundesliga,Dortmund,25.0,20.0,1581.0,17.6,3.0,0.0,3.0,3.0,0.0,0.0,4.0,1.0,3.2,3.2,0.9,4.1,11.0,82.0,1.0,0.17,0.0,0.17,0.17,0.17,0.18,0.05,0.23,0.18,0.23,17.6,24.0,1.37,20.0,0.0,0.0,3.0,0.0,1.0,2.0,0.11,1.0,0.0,0.0,1.0,0.0,0.0,1262.0,1418.0,89.0,25463.0,8497.0,381.0,402.0,94.8,722.0,781.0,92.4,150.0,202.0,74.3,0.0,0.9,1.4,-0.9,9.0,86.0,6.0,0.0,82.0,0.0,12.0,9.0,0.0,3.0,33.0,34.0,0.0,2.0,0.0,99.0,38.0,24.0,61.3,3.0,16.0,6.0,37.5,0.91,0.34,0.19,0.5,11.7,0.0,0.0,0.0,3.2,3.2,0.23,-0.2,-0.2,52.0,34.0,34.0,12.0,6.0,30.0,53.0,56.6,23.0,33.0,11.0,22.0,33.0,85.0,82.0,0.0,63.0,51.7,20.0,75.0,13.0,5.0,18.0,4.0,1.88,34.0,24.0,10.0,0.57,-0.34,31.0,26.5,4.5,0.26,-0.17,1649.0,167.0,698.0,888.0,76.0,20.0,1649.0,7.0,2.0,28.6,4.0,57.1,1095.0,5594.0,3224.0,11.0,13.0,1.0
Elseid Hysaj,29.0,Defender,Serie A,Lazio,22.0,11.0,1199.0,13.3,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.2,0.2,0.4,0.7,27.0,51.0,41.0,0.0,0.0,0.0,0.0,0.0,0.02,0.03,0.05,0.02,0.05,13.3,21.0,1.57,18.0,2.0,0.0,0.0,1.0,0.0,1.0,0.07,1.0,0.0,0.0,0.0,0.0,0.0,713.0,850.0,83.9,10858.0,4236.0,400.0,438.0,91.3,248.0,291.0,85.2,41.0,78.0,52.6,0.0,0.4,1.0,-0.4,9.0,46.0,10.0,5.0,51.0,0.0,14.0,9.0,3.0,18.0,17.0,14.0,0.0,0.0,0.0,72.0,14.0,13.0,51.9,0.0,2.0,1.0,50.0,0.15,0.08,0.0,0.0,18.1,0.0,0.0,0.0,0.2,0.2,0.12,-0.2,-0.2,24.0,14.0,8.0,13.0,3.0,15.0,24.0,62.5,9.0,16.0,6.0,10.0,17.0,41.0,31.0,0.0,55.0,35.1,11.0,78.0,7.0,11.0,31.0,15.0,1.64,20.0,21.0,-1.0,-0.08,-0.52,15.6,17.7,-2.1,-0.16,-0.42,967.0,45.0,310.0,496.0,166.0,8.0,967.0,8.0,2.0,25.0,6.0,75.0,483.0,2815.0,1444.0,27.0,23.0,1.0
