Joueur,Age,Position,Ligue,equipe,Matchs joues,Titularisations,Minutes jouees,Matches equivalents 90 minutes,Buts,Passes decisives,Buts + Passes décisives,Buts hors penalty,Penalty marques,Penalty tentes,Cartons jaunes,Cartons rouges,Buts attendus (xG),Buts attendus hors penalty (npxG) ,Passes decisives attendues (xAG),xG + xAG hors penalty,Passes progressives ,Courses progressives ,Receptions progressives ,Buts par 90 minutes,Passes decisives par 90 minutes,Buts + Passes decisives par 90 minutes ,Buts hors penalty par 90 minutes,Buts + Passes decisives hors penalty par 90 min,xG par 90 minutes,xAG par 90 minutes,xG + xAG par 90 minutes,npxG par 90 minutes,npxG + xAG par 90 minutes,Matches (equivalents 90 minutes),Actions menant a un tir,Actions menant a un tir par 90 minutes ,Passes vivantes menant a un tir,Passes arretees menant a un tir,Ballons perdus menant a un tir,Tirs menant a un tir,Fautes subies menant a un tir,Actions defensives menant a un tir,Actions menant a un but,Actions menant a un but par 90 minutes,Passes vivantes menant a un but,Passes arretees menant a un but,Ballons perdus menant a un but,Tirs menant a un but,Fautes subies menant a un but ,Actions defensives menant a un but,Passes reussies totales,Passes tentees totales,Pourcentage de reussite des passes,Distance totale des passes ,Distance progressive des passes,Passes courtes reussies,Passes courtes tentees,Pourcentage de reussite des passes courtes,Passes moyennes reussies,Passes moyennes tentees,Pourcentage de reussite des passes moyennes,Passes longues reussies,Passes longues tentees,Pourcentage de reussite des passes longues,Passes decisives,Passes decisives attendues (xAG),Passes attendues ,Difference entre passes attendues et xAG,Passes cles,Passes vers le dernier tiers,Passes dans la surface adverse,Centres dans la surface adverse,Passes progressives,Deuxieme carton jaune,Fautes commises,Fautes subies,Hors-jeux,Centres,Performance Iterceptions ,Tacles reussis,Penalty obtenus,Penalty concedes,Buts contre son camp,Ballons recuperes,Duels aeriens gagnes,Duels aeriens perdus,Pourcentage de duels aeriens gagnes,Buts,Tirs,Tirs cadres,Pourcentage de tirs cadres,Tirs par 90 minutes,Tirs cadres par 90 minutes,Buts par tir,Buts par tir cadre,Distance moyenne des tirs,Coups francs,Penalty marques,Penalty tentes,Buts attendus (xG),Buts attendus hors penalty (npxG),npxG par tir,Difference entre buts reels et xG ,Difference entre buts reels hors penalty et npxG,Tacles,Tacles reussis,Tacles dans le tiers defensif,Tacles dans le tiers median,Tacles dans le tiers offensif,Tacles dans les duels ,Duels tentes,Pourcentage de tacles reussis Tkl%,Duels perdus,Contres,Tirs contres ,Passes contrees ,Interceptions ,Tacles + Interceptions,Degagements,Erreurs ayant conduit a un tir adverse,Minutes par match ,Pourcentage de minutes jouees ,Titularisations,Minutes par titularisation ,Matches completes,Remplacants,Minutes par entree,Matches non remplace,Points par match,Buts marques avec le joueur,Buts encaisses avec le joueur,Difference de buts avec le joueur,Difference de buts par 90 minutes,Difference avec/sans le joueur,xG marques avec le joueur ,xG encaisses avec le joueur,Difference de xG avec le joueur,Difference de xG par 90 minutes,Difference de xG avec/sans le joueur,Touches,Touches dans la surface defensive,Touches dans le tiers defensif,Touches dans le tier median,Touches dans le tiers offensif,Touches dans la surface offensive,Ballons en jeu,Dribbles tentes,Dribbles reussis,Pourcentage de dribbles reussis,Ballons perdus apres dribble,Pourcentage de ballons perdus apres dribble,Portees de balle,Distance totale parcourue avec le ballon,Distance progressive parcourue avec le ballon,Courses progressives,Courses vers le dernier tiers,Courses dans la surface adverse
Jóhann Berg Guðmundsson,32.0,Midfielder,Premier League,Burnley,26.0,12.0,1192.0,13.2,1.0,3.0,4.0,1.0,0.0,0.0,2.0,0.0,1.9,1.9,2.7,4.5,13.0,59.0,69.0,0.08,0.23,0.3,0.08,0.3,0.14,0.2,0.34,0.14,0.34,13.2,50.0,3.78,28.0,17.0,0.0,2.0,3.0,0.0,5.0,0.38,3.0,2.0,0.0,0.0,0.0,0.0,396.0,544.0,72.8,7505.0,2234.0,164.0,184.0,89.1,159.0,203.0,78.3,61.0,124.0,49.2,3.0,2.7,2.5,0.3,35.0,36.0,18.0,6.0,59.0,0.0,9.0,20.0,2.0,70.0,16.0,4.0,0.0,0.0,0.0,56.0,14.0,21.0,40.0,1.0,15.0,6.0,40.0,1.13,0.45,0.07,0.17,15.6,1.0,0.0,0.0,1.9,1.9,0.12,-0.9,-0.9,13.0,4.0,6.0,5.0,2.0,7.0,16.0,43.8,9.0,14.0,0.0,14.0,16.0,29.0,16.0,0.0,46.0,34.9,12.0,68.0,1.0,14.0,27.0,5.0,0.5,20.0,25.0,-5.0,-0.38,0.92,14.8,21.0,-6.2,-0.47,0.48,656.0,25.0,108.0,284.0,268.0,26.0,656.0,16.0,5.0,31.3,7.0,43.8,371.0,1836.0,605.0,13.0,13.0,2.0
Sander Berge,25.0,Midfielder,Premier League,Burnley,37.0,34.0,3005.0,33.4,1.0,2.0,3.0,1.0,0.0,0.0,10.0,1.0,1.9,1.9,2.4,4.3,64.0,164.0,29.0,0.03,0.06,0.09,0.03,0.09,0.06,0.07,0.13,0.06,0.13,33.4,67.0,2.01,63.0,0.0,3.0,0.0,1.0,0.0,8.0,0.24,7.0,0.0,1.0,0.0,0.0,0.0,1376.0,1562.0,88.1,24429.0,5168.0,568.0,637.0,89.2,658.0,711.0,92.5,125.0,154.0,81.2,2.0,2.4,1.6,-0.4,29.0,129.0,16.0,1.0,164.0,1.0,40.0,19.0,2.0,12.0,23.0,46.0,0.0,0.0,0.0,202.0,64.0,48.0,57.1,1.0,25.0,3.0,12.0,0.75,0.09,0.04,0.33,17.6,0.0,0.0,0.0,1.9,1.9,0.08,-0.9,-0.9,76.0,46.0,35.0,36.0,5.0,34.0,58.0,58.6,24.0,49.0,20.0,29.0,23.0,99.0,60.0,2.0,81.0,87.9,34.0,86.0,28.0,3.0,26.0,0.0,0.62,36.0,69.0,-33.0,-0.99,-0.12,36.0,63.5,-27.4,-0.82,-0.33,1887.0,133.0,494.0,997.0,414.0,41.0,1887.0,41.0,20.0,48.8,16.0,39.0,1076.0,6419.0,3091.0,64.0,57.0,9.0
Matúš Bero,27.0,Midfielder,Bundesliga,Bochum,24.0,20.0,1661.0,18.5,1.0,1.0,2.0,1.0,0.0,0.0,6.0,0.0,2.9,2.9,1.3,4.2,12.0,48.0,71.0,0.05,0.05,0.11,0.05,0.11,0.16,0.07,0.23,0.16,0.23,18.5,29.0,1.57,22.0,0.0,0.0,3.0,2.0,2.0,2.0,0.11,1.0,0.0,0.0,0.0,1.0,0.0,355.0,535.0,66.4,5487.0,1750.0,181.0,241.0,75.1,129.0,181.0,71.3,26.0,53.0,49.1,1.0,1.3,1.9,-0.3,11.0,37.0,11.0,2.0,48.0,0.0,38.0,20.0,5.0,16.0,12.0,22.0,1.0,0.0,0.0,97.0,12.0,37.0,24.5,1.0,30.0,6.0,20.0,1.63,0.33,0.03,0.17,19.9,0.0,0.0,0.0,2.9,2.9,0.1,-1.9,-1.9,32.0,22.0,13.0,12.0,7.0,13.0,32.0,40.6,19.0,24.0,3.0,21.0,12.0,44.0,26.0,0.0,69.0,54.3,20.0,78.0,8.0,4.0,25.0,0.0,0.96,24.0,44.0,-20.0,-1.08,-0.31,22.2,36.6,-14.4,-0.78,-0.47,737.0,49.0,142.0,352.0,254.0,33.0,737.0,19.0,4.0,21.1,14.0,73.7,334.0,1448.0,543.0,12.0,15.0,2.0
Luke Berry,31.0,Midfielder,Premier League,Luton Town,17.0,2.0,323.0,3.6,2.0,1.0,3.0,2.0,0.0,0.0,1.0,0.0,1.0,1.0,0.3,1.3,1.0,8.0,7.0,0.56,0.28,0.84,0.56,0.84,0.28,0.07,0.35,0.28,0.35,3.6,6.0,1.67,2.0,1.0,1.0,2.0,0.0,0.0,1.0,0.28,0.0,0.0,1.0,0.0,0.0,0.0,64.0,99.0,64.6,984.0,310.0,38.0,45.0,84.4,18.0,32.0,56.3,6.0,15.0,40.0,1.0,0.3,0.1,0.7,2.0,5.0,0.0,0.0,8.0,0.0,6.0,7.0,0.0,8.0,0.0,2.0,0.0,0.0,0.0,8.0,7.0,7.0,50.0,2.0,8.0,4.0,50.0,2.23,1.11,0.25,0.5,10.9,0.0,0.0,0.0,1.0,1.0,0.13,1.0,1.0,7.0,2.0,2.0,4.0,1.0,2.0,3.0,66.7,1.0,6.0,1.0,5.0,0.0,7.0,3.0,0.0,19.0,9.4,2.0,69.0,0.0,15.0,12.0,16.0,0.59,8.0,8.0,0.0,0.0,0.96,4.2,9.8,-5.6,-1.56,-0.69,143.0,5.0,28.0,70.0,46.0,13.0,143.0,3.0,2.0,66.7,0.0,0.0,56.0,141.0,30.0,1.0,2.0,0.0
Davide Bettella,23.0,Midfielder,Serie A,Monza,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,60.0,55.0,0.0,1.0,1.0,100.0,2.0,3.0,66.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.1,0.0,0.0,0.0,1.0,3.0,17.0,3.0,0.0,0.0,0.0,0.0,0.32,0.0,0.2,-0.2,-5.02,-4.59,5.0,0.0,2.0,2.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,3.0,7.0,0.0,0.0,0.0,0.0
Pep Biel,26.0,Midfielder,Bundesliga,Augsburg,11.0,0.0,285.0,3.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.2,1.2,2.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,0.32,0.07,0.38,0.32,0.38,3.2,10.0,3.17,7.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.0,123.0,80.5,1673.0,542.0,51.0,54.0,94.4,32.0,41.0,78.0,11.0,19.0,57.9,0.0,0.2,0.3,-0.2,4.0,15.0,4.0,2.0,16.0,0.0,8.0,0.0,0.0,14.0,2.0,3.0,0.0,0.0,0.0,19.0,3.0,3.0,50.0,0.0,6.0,1.0,16.7,1.89,0.32,0.0,0.0,15.0,0.0,0.0,0.0,1.0,1.0,0.17,-1.0,-1.0,4.0,3.0,0.0,2.0,2.0,1.0,3.0,33.3,2.0,2.0,1.0,1.0,2.0,6.0,2.0,0.0,26.0,9.3,0.0,0.0,0.0,11.0,26.0,3.0,1.09,4.0,4.0,0.0,0.0,0.32,5.1,5.4,-0.3,-0.1,0.26,156.0,2.0,23.0,71.0,63.0,11.0,156.0,7.0,6.0,85.7,1.0,14.3,78.0,414.0,138.0,2.0,2.0,1.0
Philip Billing,27.0,Midfielder,Premier League,Bournemouth,29.0,13.0,1398.0,15.5,2.0,2.0,4.0,2.0,0.0,0.0,3.0,1.0,2.5,2.5,3.2,5.7,22.0,53.0,63.0,0.13,0.13,0.26,0.13,0.26,0.16,0.21,0.36,0.16,0.36,15.5,46.0,2.96,40.0,2.0,1.0,2.0,1.0,0.0,5.0,0.32,5.0,0.0,0.0,0.0,0.0,0.0,404.0,537.0,75.2,6037.0,1791.0,232.0,279.0,83.2,121.0,153.0,79.1,31.0,56.0,55.4,2.0,3.2,2.1,-1.2,23.0,39.0,15.0,4.0,53.0,0.0,19.0,12.0,0.0,29.0,20.0,16.0,0.0,0.0,0.0,76.0,36.0,24.0,60.0,2.0,30.0,8.0,26.7,1.93,0.52,0.07,0.25,20.6,7.0,0.0,0.0,2.5,2.5,0.08,-0.5,-0.5,33.0,16.0,7.0,22.0,4.0,9.0,27.0,33.3,18.0,31.0,5.0,26.0,20.0,53.0,28.0,1.0,48.0,40.9,13.0,83.0,6.0,16.0,20.0,4.0,1.24,18.0,36.0,-18.0,-1.16,-1.38,18.8,29.2,-10.4,-0.67,-1.04,755.0,43.0,139.0,337.0,286.0,60.0,755.0,33.0,12.0,36.4,18.0,54.5,366.0,1772.0,798.0,22.0,23.0,6.0
Tom Bischof,18.0,Midfielder,Bundesliga,Hoffenheim,13.0,1.0,178.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.8,1.2,2.0,18.0,18.0,0.0,1.01,1.01,0.0,1.01,0.19,0.4,0.59,0.19,0.59,2.0,7.0,3.48,4.0,2.0,0.0,1.0,0.0,0.0,2.0,0.99,2.0,0.0,0.0,0.0,0.0,0.0,90.0,112.0,80.4,1501.0,532.0,45.0,53.0,84.9,33.0,37.0,89.2,7.0,11.0,63.6,2.0,0.8,0.8,1.2,5.0,11.0,4.0,2.0,18.0,0.0,1.0,1.0,2.0,11.0,1.0,4.0,0.0,0.0,0.0,11.0,1.0,1.0,50.0,0.0,5.0,1.0,20.0,2.53,0.51,0.0,0.0,23.3,0.0,0.0,0.0,0.4,0.4,0.07,-0.4,-0.4,8.0,4.0,6.0,1.0,1.0,2.0,9.0,22.2,7.0,3.0,0.0,3.0,1.0,9.0,2.0,0.0,14.0,5.8,1.0,77.0,0.0,12.0,8.0,15.0,1.08,9.0,4.0,5.0,2.53,2.68,6.2,5.1,1.2,0.58,0.84,141.0,3.0,19.0,65.0,58.0,5.0,141.0,3.0,2.0,66.7,1.0,33.3,87.0,464.0,242.0,2.0,7.0,0.0
Yves Bissouma,26.0,Midfielder,Premier League,Tottenham,28.0,26.0,2068.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,2.0,1.4,1.4,0.4,1.8,43.0,169.0,13.0,0.0,0.0,0.0,0.0,0.0,0.06,0.02,0.08,0.06,0.08,23.0,44.0,1.91,35.0,2.0,3.0,0.0,0.0,4.0,3.0,0.13,3.0,0.0,0.0,0.0,0.0,0.0,1689.0,1842.0,91.7,25078.0,7214.0,948.0,1006.0,94.2,607.0,651.0,93.2,68.0,84.0,81.0,0.0,0.4,1.7,-0.4,11.0,156.0,12.0,0.0,169.0,1.0,35.0,31.0,0.0,1.0,37.0,52.0,0.0,0.0,0.0,128.0,14.0,15.0,48.3,0.0,24.0,5.0,20.8,1.04,0.22,0.0,0.0,25.0,1.0,0.0,0.0,1.4,1.4,0.06,-1.4,-1.4,80.0,52.0,32.0,36.0,12.0,41.0,61.0,67.2,20.0,28.0,5.0,23.0,37.0,117.0,43.0,3.0,74.0,60.5,26.0,77.0,8.0,2.0,28.0,0.0,1.75,45.0,35.0,10.0,0.44,0.24,37.3,37.8,-0.5,-0.02,-0.38,2119.0,97.0,469.0,1226.0,443.0,19.0,2119.0,47.0,27.0,57.4,12.0,25.5,1367.0,7132.0,3006.0,43.0,42.0,7.0
Leonardo Bittencourt,29.0,Midfielder,Bundesliga,Werder Bremen,29.0,19.0,1578.0,17.5,1.0,2.0,3.0,1.0,0.0,0.0,9.0,0.0,2.2,2.2,2.9,5.2,61.0,85.0,74.0,0.06,0.11,0.17,0.06,0.17,0.13,0.17,0.3,0.13,0.3,17.5,46.0,2.63,43.0,0.0,0.0,2.0,1.0,0.0,3.0,0.17,2.0,0.0,0.0,0.0,1.0,0.0,665.0,829.0,80.2,10812.0,2713.0,323.0,367.0,88.0,263.0,314.0,83.8,55.0,98.0,56.1,2.0,2.9,2.7,-0.9,26.0,64.0,20.0,7.0,85.0,0.0,34.0,31.0,2.0,40.0,13.0,18.0,0.0,0.0,0.0,110.0,6.0,16.0,27.3,1.0,31.0,5.0,16.1,1.77,0.29,0.03,0.2,21.0,1.0,0.0,0.0,2.2,2.2,0.07,-1.2,-1.2,42.0,18.0,20.0,17.0,5.0,15.0,39.0,38.5,24.0,18.0,1.0,17.0,13.0,55.0,6.0,0.0,54.0,51.6,19.0,75.0,1.0,10.0,15.0,3.0,1.24,23.0,23.0,0.0,0.0,0.36,22.2,28.3,-6.1,-0.35,-0.13,1024.0,19.0,197.0,547.0,296.0,32.0,1024.0,44.0,17.0,38.6,25.0,56.8,652.0,4019.0,1950.0,61.0,51.0,5.0
Antonio Blanco,23.0,Midfielder,La Liga,Alavés,33.0,29.0,2426.0,27.0,0.0,1.0,1.0,0.0,0.0,0.0,5.0,1.0,0.8,0.8,1.2,2.1,20.0,133.0,22.0,0.0,0.04,0.04,0.0,0.04,0.03,0.05,0.08,0.03,0.08,27.0,45.0,1.67,39.0,1.0,0.0,2.0,3.0,0.0,1.0,0.04,1.0,0.0,0.0,0.0,0.0,0.0,811.0,1053.0,77.0,14200.0,5503.0,383.0,444.0,86.3,310.0,379.0,81.8,87.0,154.0,56.5,1.0,1.2,1.1,-0.2,20.0,100.0,19.0,8.0,133.0,0.0,36.0,40.0,0.0,15.0,35.0,36.0,0.0,0.0,0.0,160.0,21.0,18.0,53.8,0.0,20.0,3.0,15.0,0.74,0.11,0.0,0.0,25.1,0.0,0.0,0.0,0.8,0.8,0.04,-0.8,-0.8,61.0,36.0,29.0,27.0,5.0,31.0,86.0,36.0,55.0,25.0,2.0,23.0,35.0,96.0,30.0,0.0,74.0,70.9,29.0,82.0,16.0,4.0,11.0,2.0,1.3,22.0,30.0,-8.0,-0.3,-0.12,29.0,30.5,-1.6,-0.06,-0.34,1283.0,64.0,339.0,740.0,224.0,18.0,1283.0,33.0,19.0,57.6,8.0,24.2,620.0,2633.0,1271.0,20.0,15.0,3.0
Alexis Blin,26.0,Midfielder,Serie A,Lecce,31.0,16.0,1642.0,18.2,0.0,2.0,2.0,0.0,0.0,0.0,4.0,0.0,1.1,1.1,0.7,1.8,7.0,60.0,11.0,0.0,0.11,0.11,0.0,0.11,0.06,0.04,0.1,0.06,0.1,18.2,31.0,1.7,26.0,1.0,0.0,2.0,1.0,1.0,4.0,0.22,2.0,0.0,0.0,1.0,1.0,0.0,671.0,779.0,86.1,11579.0,3436.0,290.0,319.0,90.9,304.0,334.0,91.0,59.0,84.0,70.2,2.0,0.7,0.7,1.3,7.0,51.0,7.0,2.0,60.0,0.0,25.0,22.0,0.0,11.0,22.0,19.0,0.0,1.0,0.0,111.0,28.0,48.0,36.8,0.0,13.0,2.0,15.4,0.71,0.11,0.0,0.0,13.9,0.0,0.0,0.0,1.1,1.1,0.08,-1.1,-1.1,33.0,19.0,11.0,19.0,3.0,15.0,43.0,34.9,28.0,16.0,2.0,14.0,22.0,55.0,39.0,0.0,53.0,48.0,16.0,81.0,9.0,15.0,23.0,4.0,1.16,19.0,25.0,-6.0,-0.33,0.48,22.6,25.8,-3.3,-0.18,0.17,947.0,53.0,260.0,581.0,112.0,16.0,947.0,10.0,5.0,50.0,5.0,50.0,496.0,2053.0,971.0,7.0,8.0,0.0
Emil Bohinen,24.0,Midfielder,Serie A,Genoa,5.0,0.0,56.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.17,0.0,0.17,0.6,3.0,4.82,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,34.0,76.5,395.0,157.0,13.0,15.0,86.7,7.0,10.0,70.0,2.0,4.0,50.0,0.0,0.1,0.1,-0.1,2.0,4.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,11.0,2.0,1.0,66.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,3.0,0.0,11.0,1.6,0.0,0.0,0.0,5.0,11.0,12.0,2.6,0.0,0.0,0.0,0.0,0.0,0.7,0.9,-0.2,-0.29,-0.11,47.0,6.0,17.0,21.0,10.0,0.0,47.0,1.0,0.0,0.0,1.0,100.0,23.0,127.0,83.0,1.0,1.0,0.0
Emil Bohinen,24.0,Midfielder,Serie A,Salernitana,12.0,7.0,535.0,5.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.2,0.3,7.0,26.0,10.0,0.0,0.0,0.0,0.0,0.0,0.01,0.04,0.05,0.01,0.05,5.9,12.0,2.02,10.0,0.0,0.0,0.0,1.0,1.0,1.0,0.17,1.0,0.0,0.0,0.0,0.0,0.0,262.0,333.0,78.7,4069.0,1031.0,130.0,153.0,85.0,103.0,121.0,85.1,16.0,24.0,66.7,0.0,0.2,0.1,-0.2,5.0,18.0,2.0,0.0,26.0,0.0,5.0,6.0,0.0,2.0,14.0,6.0,0.0,0.0,0.0,42.0,11.0,10.0,52.4,0.0,4.0,0.0,0.0,0.67,0.0,0.0,0.0,24.3,0.0,0.0,0.0,0.1,0.1,0.02,-0.1,-0.1,8.0,6.0,5.0,3.0,0.0,2.0,10.0,20.0,8.0,8.0,2.0,6.0,14.0,22.0,6.0,1.0,45.0,15.6,7.0,57.0,0.0,5.0,28.0,5.0,0.5,3.0,14.0,-11.0,-1.85,-0.67,5.1,11.5,-6.3,-1.07,0.11,406.0,13.0,101.0,237.0,74.0,4.0,406.0,12.0,5.0,41.7,7.0,58.3,208.0,1122.0,500.0,7.0,8.0,0.0
Daniel Boloca,24.0,Midfielder,Serie A,Sassuolo,30.0,23.0,2022.0,22.5,1.0,0.0,1.0,1.0,0.0,0.0,6.0,1.0,0.5,0.5,0.4,0.9,27.0,109.0,17.0,0.04,0.0,0.04,0.04,0.04,0.02,0.02,0.04,0.02,0.04,22.5,52.0,2.32,46.0,0.0,6.0,0.0,0.0,0.0,4.0,0.18,4.0,0.0,0.0,0.0,0.0,0.0,956.0,1064.0,89.8,17430.0,4310.0,369.0,404.0,91.3,477.0,497.0,96.0,89.0,117.0,76.1,0.0,0.4,0.5,-0.4,14.0,97.0,5.0,1.0,109.0,0.0,25.0,7.0,0.0,8.0,14.0,33.0,0.0,1.0,0.0,155.0,24.0,20.0,54.5,1.0,13.0,4.0,30.8,0.58,0.18,0.08,0.25,26.3,0.0,0.0,0.0,0.5,0.5,0.04,0.5,0.5,48.0,33.0,18.0,25.0,5.0,27.0,46.0,58.7,19.0,23.0,13.0,10.0,14.0,62.0,33.0,2.0,67.0,59.1,23.0,80.0,13.0,7.0,26.0,4.0,0.93,29.0,42.0,-13.0,-0.58,0.64,24.8,37.3,-12.5,-0.56,0.04,1252.0,75.0,313.0,747.0,211.0,8.0,1252.0,35.0,28.0,80.0,7.0,20.0,705.0,4318.0,2034.0,27.0,33.0,0.0
Giacomo Bonaventura,33.0,Midfielder,Serie A,Fiorentina,31.0,27.0,2277.0,25.3,8.0,3.0,11.0,8.0,0.0,1.0,6.0,0.0,5.7,4.4,3.6,8.0,60.0,140.0,107.0,0.32,0.12,0.43,0.32,0.43,0.22,0.14,0.36,0.18,0.32,25.3,83.0,3.28,70.0,3.0,1.0,4.0,5.0,0.0,5.0,0.2,5.0,0.0,0.0,0.0,0.0,0.0,928.0,1126.0,82.4,15645.0,3647.0,444.0,497.0,89.3,354.0,409.0,86.6,92.0,143.0,64.3,3.0,3.6,5.4,-0.6,41.0,81.0,45.0,11.0,140.0,0.0,20.0,35.0,1.0,54.0,14.0,13.0,0.0,0.0,0.0,120.0,14.0,17.0,45.2,8.0,51.0,13.0,25.5,2.02,0.51,0.16,0.62,20.2,1.0,0.0,1.0,5.7,4.4,0.09,2.3,3.6,26.0,13.0,6.0,10.0,10.0,9.0,21.0,42.9,12.0,16.0,1.0,15.0,14.0,40.0,10.0,0.0,73.0,66.6,27.0,80.0,11.0,4.0,28.0,4.0,1.35,35.0,29.0,6.0,0.24,-0.47,29.6,29.3,0.3,0.01,-0.25,1340.0,16.0,118.0,697.0,541.0,69.0,1339.0,51.0,30.0,58.8,16.0,31.4,913.0,4921.0,2134.0,60.0,67.0,14.0
Warren Bondo,19.0,Midfielder,Serie A,Monza,25.0,14.0,1475.0,16.4,1.0,1.0,2.0,1.0,0.0,0.0,9.0,0.0,0.9,0.9,0.3,1.2,31.0,43.0,13.0,0.06,0.06,0.12,0.06,0.12,0.06,0.02,0.08,0.06,0.08,16.4,30.0,1.83,21.0,0.0,2.0,4.0,1.0,2.0,4.0,0.24,3.0,0.0,0.0,1.0,0.0,0.0,557.0,621.0,89.7,9504.0,1586.0,239.0,253.0,94.5,271.0,295.0,91.9,34.0,39.0,87.2,1.0,0.3,0.2,0.7,7.0,40.0,2.0,1.0,43.0,0.0,31.0,19.0,0.0,2.0,6.0,22.0,0.0,1.0,0.0,70.0,10.0,7.0,58.8,1.0,17.0,4.0,23.5,1.04,0.24,0.06,0.25,20.8,0.0,0.0,0.0,0.9,0.9,0.06,0.1,0.1,29.0,22.0,16.0,10.0,3.0,13.0,17.0,76.5,4.0,13.0,3.0,10.0,6.0,35.0,13.0,0.0,59.0,43.1,14.0,79.0,8.0,11.0,34.0,11.0,1.28,20.0,27.0,-7.0,-0.43,-0.2,17.7,25.3,-7.5,-0.46,-0.03,750.0,28.0,174.0,458.0,125.0,13.0,750.0,18.0,13.0,72.2,4.0,22.2,492.0,2905.0,1435.0,31.0,20.0,5.0
Yvandro Borges Sanches,19.0,Midfielder,Bundesliga,Gladbach,3.0,0.0,18.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,1.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,11.0,63.6,127.0,10.0,4.0,5.0,80.0,2.0,3.0,66.7,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.6,0.0,0.0,0.0,3.0,6.0,4.0,0.67,1.0,0.0,1.0,5.0,5.36,0.9,0.4,0.5,2.62,2.86,14.0,1.0,1.0,4.0,9.0,2.0,14.0,0.0,0.0,0.0,0.0,0.0,12.0,36.0,17.0,1.0,0.0,1.0
