Joueur,Age,Position,Ligue,equipe,Matchs joues,Titularisations,Minutes jouees,Matches equivalents 90 minutes,Buts,Passes decisives,Buts + Passes décisives,Buts hors penalty,Penalty marques,Penalty tentes,Cartons jaunes,Cartons rouges,Buts attendus (xG),Buts attendus hors penalty (npxG) ,Passes decisives attendues (xAG),xG + xAG hors penalty,Passes progressives ,Courses progressives ,Receptions progressives ,Buts par 90 minutes,Passes decisives par 90 minutes,Buts + Passes decisives par 90 minutes ,Buts hors penalty par 90 minutes,Buts + Passes decisives hors penalty par 90 min,xG par 90 minutes,xAG par 90 minutes,xG + xAG par 90 minutes,npxG par 90 minutes,npxG + xAG par 90 minutes,Matches (equivalents 90 minutes),Actions menant a un tir,Actions menant a un tir par 90 minutes ,Passes vivantes menant a un tir,Passes arretees menant a un tir,Ballons perdus menant a un tir,Tirs menant a un tir,Fautes subies menant a un tir,Actions defensives menant a un tir,Actions menant a un but,Actions menant a un but par 90 minutes,Passes vivantes menant a un but,Passes arretees menant a un but,Ballons perdus menant a un but,Tirs menant a un but,Fautes subies menant a un but ,Actions defensives menant a un but,Passes reussies totales,Passes tentees totales,Pourcentage de reussite des passes,Distance totale des passes ,Distance progressive des passes,Passes courtes reussies,Passes courtes tentees,Pourcentage de reussite des passes courtes,Passes moyennes reussies,Passes moyennes tentees,Pourcentage de reussite des passes moyennes,Passes longues reussies,Passes longues tentees,Pourcentage de reussite des passes longues,Passes decisives,Passes decisives attendues (xAG),Passes attendues ,Difference entre passes attendues et xAG,Passes cles,Passes vers le dernier tiers,Passes dans la surface adverse,Centres dans la surface adverse,Passes progressives,Deuxieme carton jaune,Fautes commises,Fautes subies,Hors-jeux,Centres,Performance Iterceptions ,Tacles reussis,Penalty obtenus,Penalty concedes,Buts contre son camp,Ballons recuperes,Duels aeriens gagnes,Duels aeriens perdus,Pourcentage de duels aeriens gagnes,Buts,Tirs,Tirs cadres,Pourcentage de tirs cadres,Tirs par 90 minutes,Tirs cadres par 90 minutes,Buts par tir,Buts par tir cadre,Distance moyenne des tirs,Coups francs,Penalty marques,Penalty tentes,Buts attendus (xG),Buts attendus hors penalty (npxG),npxG par tir,Difference entre buts reels et xG ,Difference entre buts reels hors penalty et npxG,Tacles,Tacles reussis,Tacles dans le tiers defensif,Tacles dans le tiers median,Tacles dans le tiers offensif,Tacles dans les duels ,Duels tentes,Pourcentage de tacles reussis Tkl%,Duels perdus,Contres,Tirs contres ,Passes contrees ,Interceptions ,Tacles + Interceptions,Degagements,Erreurs ayant conduit a un tir adverse,Minutes par match ,Pourcentage de minutes jouees ,Titularisations,Minutes par titularisation ,Matches completes,Remplacants,Minutes par entree,Matches non remplace,Points par match,Buts marques avec le joueur,Buts encaisses avec le joueur,Difference de buts avec le joueur,Difference de buts par 90 minutes,Difference avec/sans le joueur,xG marques avec le joueur ,xG encaisses avec le joueur,Difference de xG avec le joueur,Difference de xG par 90 minutes,Difference de xG avec/sans le joueur,Touches,Touches dans la surface defensive,Touches dans le tiers defensif,Touches dans le tier median,Touches dans le tiers offensif,Touches dans la surface offensive,Ballons en jeu,Dribbles tentes,Dribbles reussis,Pourcentage de dribbles reussis,Ballons perdus apres dribble,Pourcentage de ballons perdus apres dribble,Portees de balle,Distance totale parcourue avec le ballon,Distance progressive parcourue avec le ballon,Courses progressives,Courses vers le dernier tiers,Courses dans la surface adverse
Ludovic Ajorque,29.0,Forward,Bundesliga,Mainz 05,26.0,15.0,1360.0,15.1,2.0,0.0,2.0,2.0,0.0,2.0,4.0,0.0,5.3,3.7,1.0,4.7,5.0,21.0,88.0,0.13,0.0,0.13,0.13,0.13,0.35,0.06,0.41,0.25,0.31,15.1,37.0,2.45,29.0,1.0,0.0,1.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,318.0,453.0,70.2,4546.0,479.0,172.0,241.0,71.4,105.0,145.0,72.4,15.0,19.0,78.9,0.0,1.0,1.6,-1.0,16.0,21.0,3.0,0.0,21.0,0.0,28.0,15.0,5.0,3.0,4.0,2.0,0.0,0.0,0.0,49.0,78.0,91.0,46.2,2.0,27.0,6.0,22.2,1.79,0.4,0.07,0.33,13.1,0.0,0.0,2.0,5.3,3.7,0.14,-3.3,-1.7,3.0,2.0,1.0,2.0,0.0,2.0,11.0,18.2,9.0,6.0,2.0,4.0,4.0,7.0,11.0,0.0,52.0,44.4,15.0,80.0,9.0,11.0,14.0,6.0,1.04,13.0,26.0,-13.0,-0.86,-0.91,20.6,20.9,-0.2,-0.01,-0.03,603.0,12.0,53.0,314.0,238.0,85.0,601.0,11.0,2.0,18.2,8.0,72.7,260.0,904.0,291.0,5.0,6.0,1.0
Marley Aké,22.0,Forward,Serie A,Udinese,1.0,0.0,10.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.3,0.0,0.0,0.0,1.0,10.0,14.0,1.0,0.0,0.0,0.0,0.0,0.42,0.0,0.5,-0.5,-4.4,-4.14,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
David Akpan Ankeye,21.0,Forward,Serie A,Genoa,6.0,0.0,57.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,1.0,1.58,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,9.0,88.9,85.0,20.0,2.0,3.0,66.7,3.0,3.0,100.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,10.0,1.7,0.0,0.0,0.0,6.0,10.0,6.0,1.33,0.0,0.0,0.0,0.0,0.0,0.3,0.4,-0.1,-0.15,0.04,17.0,0.0,2.0,6.0,10.0,1.0,17.0,5.0,2.0,40.0,3.0,60.0,12.0,109.0,61.0,3.0,1.0,1.0
Mohamed Ali Cho,19.0,Forward,La Liga,Real Sociedad,11.0,1.0,249.0,2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.1,0.5,16.0,3.0,19.0,0.0,0.0,0.0,0.0,0.0,0.14,0.04,0.18,0.14,0.18,2.8,3.0,1.08,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.36,0.0,0.0,0.0,0.0,1.0,0.0,38.0,66.0,57.6,502.0,124.0,23.0,32.0,71.9,12.0,18.0,66.7,1.0,9.0,11.1,0.0,0.1,0.3,-0.1,1.0,1.0,0.0,0.0,3.0,0.0,5.0,6.0,3.0,11.0,1.0,3.0,0.0,0.0,0.0,16.0,3.0,6.0,33.3,0.0,3.0,0.0,0.0,1.08,0.0,0.0,0.0,17.4,0.0,0.0,0.0,0.4,0.4,0.13,-0.4,-0.4,4.0,3.0,3.0,1.0,0.0,2.0,7.0,28.6,5.0,6.0,0.0,6.0,1.0,5.0,1.0,0.0,23.0,7.3,1.0,90.0,1.0,10.0,16.0,6.0,1.73,5.0,7.0,-2.0,-0.72,-1.12,5.2,4.0,1.2,0.43,0.36,106.0,0.0,10.0,47.0,53.0,9.0,106.0,20.0,7.0,35.0,9.0,45.0,69.0,590.0,363.0,16.0,11.0,4.0
Mohamed Ali Cho,19.0,Forward,Ligue 1,Nice,17.0,11.0,861.0,9.6,1.0,2.0,3.0,1.0,0.0,0.0,2.0,0.0,1.1,1.1,2.0,3.1,48.0,25.0,77.0,0.1,0.21,0.31,0.1,0.31,0.12,0.21,0.32,0.12,0.32,9.6,34.0,3.56,20.0,4.0,5.0,0.0,5.0,0.0,4.0,0.42,3.0,0.0,0.0,0.0,1.0,0.0,193.0,268.0,72.0,3014.0,731.0,111.0,133.0,83.5,66.0,90.0,73.3,11.0,27.0,40.7,2.0,2.0,1.4,0.0,14.0,10.0,11.0,2.0,25.0,0.0,17.0,22.0,3.0,44.0,3.0,9.0,1.0,1.0,0.0,30.0,5.0,12.0,29.4,1.0,18.0,6.0,33.3,1.88,0.63,0.06,0.17,21.1,0.0,0.0,0.0,1.1,1.1,0.06,-0.1,-0.1,12.0,9.0,4.0,7.0,1.0,3.0,11.0,27.3,8.0,10.0,0.0,10.0,3.0,15.0,6.0,0.0,51.0,28.1,11.0,67.0,0.0,6.0,20.0,0.0,1.18,11.0,8.0,3.0,0.31,-0.01,13.8,9.0,4.7,0.5,0.1,371.0,3.0,41.0,145.0,194.0,36.0,371.0,38.0,16.0,42.1,19.0,50.0,288.0,2206.0,1236.0,48.0,29.0,15.0
Faride Alidou,22.0,Forward,Bundesliga,Köln,26.0,14.0,1282.0,14.2,4.0,0.0,4.0,4.0,0.0,0.0,4.0,0.0,3.0,3.0,0.6,3.6,51.0,33.0,95.0,0.28,0.0,0.28,0.28,0.28,0.21,0.04,0.26,0.21,0.26,14.2,34.0,2.39,23.0,0.0,5.0,1.0,5.0,0.0,3.0,0.21,1.0,0.0,1.0,0.0,1.0,0.0,196.0,305.0,64.3,3211.0,831.0,97.0,134.0,72.4,69.0,100.0,69.0,20.0,41.0,48.8,0.0,0.6,0.7,-0.6,14.0,14.0,7.0,3.0,33.0,0.0,21.0,23.0,3.0,39.0,8.0,4.0,1.0,1.0,0.0,57.0,18.0,28.0,39.1,4.0,33.0,11.0,33.3,2.32,0.77,0.12,0.36,14.5,0.0,0.0,0.0,3.0,3.0,0.09,1.0,1.0,10.0,4.0,3.0,6.0,1.0,4.0,18.0,22.2,14.0,23.0,2.0,21.0,8.0,18.0,15.0,1.0,49.0,41.9,14.0,69.0,0.0,12.0,27.0,2.0,0.85,12.0,27.0,-15.0,-1.05,-0.19,15.0,24.5,-9.5,-0.67,0.13,522.0,14.0,77.0,210.0,243.0,51.0,522.0,70.0,24.0,34.3,38.0,54.3,312.0,2561.0,1191.0,51.0,23.0,18.0
Domingos André Ribeiro Almeida,23.0,Forward,La Liga,Valencia,18.0,12.0,965.0,10.7,2.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,0.6,0.6,1.2,1.8,24.0,50.0,33.0,0.19,0.09,0.28,0.19,0.28,0.05,0.11,0.17,0.05,0.17,10.7,29.0,2.71,18.0,3.0,3.0,3.0,2.0,0.0,1.0,0.09,1.0,0.0,0.0,0.0,0.0,0.0,315.0,399.0,78.9,4701.0,1257.0,183.0,202.0,90.6,99.0,124.0,79.8,23.0,40.0,57.5,1.0,1.2,0.9,-0.2,13.0,29.0,10.0,0.0,50.0,0.0,12.0,20.0,1.0,18.0,6.0,15.0,0.0,0.0,0.0,43.0,4.0,15.0,21.1,2.0,10.0,4.0,40.0,0.93,0.37,0.2,0.5,19.3,0.0,0.0,0.0,0.6,0.6,0.06,1.4,1.4,25.0,15.0,9.0,12.0,4.0,9.0,19.0,47.4,10.0,13.0,1.0,12.0,6.0,31.0,5.0,0.0,54.0,28.2,12.0,67.0,2.0,6.0,26.0,3.0,1.0,15.0,11.0,4.0,0.37,0.7,13.9,12.5,1.4,0.13,0.35,514.0,12.0,72.0,245.0,203.0,16.0,514.0,29.0,13.0,44.8,12.0,41.4,292.0,1847.0,861.0,24.0,27.0,6.0
Miguel Almirón,29.0,Forward,Premier League,Newcastle Utd,33.0,23.0,1937.0,21.5,3.0,1.0,4.0,3.0,0.0,0.0,2.0,0.0,4.5,4.5,2.6,7.2,78.0,78.0,162.0,0.14,0.05,0.19,0.14,0.19,0.21,0.12,0.33,0.21,0.33,21.5,52.0,2.41,40.0,1.0,3.0,7.0,1.0,0.0,4.0,0.19,2.0,1.0,0.0,1.0,0.0,0.0,668.0,801.0,83.4,9023.0,1846.0,411.0,456.0,90.1,208.0,250.0,83.2,21.0,38.0,55.3,1.0,2.6,2.4,-1.6,24.0,38.0,21.0,3.0,78.0,0.0,16.0,22.0,10.0,24.0,10.0,24.0,0.0,0.0,0.0,97.0,6.0,7.0,46.2,3.0,41.0,12.0,29.3,1.91,0.56,0.07,0.25,16.1,0.0,0.0,0.0,4.5,4.5,0.11,-1.5,-1.5,36.0,24.0,13.0,15.0,8.0,11.0,29.0,37.9,18.0,29.0,2.0,27.0,10.0,46.0,13.0,0.0,59.0,56.6,23.0,74.0,5.0,10.0,23.0,0.0,1.52,40.0,40.0,0.0,0.0,-1.4,39.2,37.4,1.8,0.08,-0.7,1029.0,25.0,137.0,430.0,475.0,86.0,1029.0,52.0,23.0,44.2,22.0,42.3,652.0,4488.0,2276.0,78.0,43.0,22.0
Pontus Almqvist,24.0,Forward,Serie A,Lecce,30.0,25.0,2107.0,23.4,2.0,1.0,3.0,2.0,0.0,0.0,5.0,0.0,2.3,2.3,2.7,5.0,72.0,32.0,137.0,0.09,0.04,0.13,0.09,0.13,0.1,0.12,0.22,0.1,0.22,23.4,64.0,2.74,38.0,1.0,9.0,5.0,8.0,3.0,7.0,0.3,4.0,0.0,0.0,0.0,2.0,1.0,351.0,478.0,73.4,4689.0,1071.0,224.0,282.0,79.4,85.0,120.0,70.8,17.0,20.0,85.0,1.0,2.7,1.8,-1.7,27.0,14.0,12.0,4.0,32.0,0.0,29.0,35.0,1.0,21.0,14.0,29.0,2.0,0.0,0.0,69.0,14.0,22.0,38.9,2.0,40.0,15.0,37.5,1.71,0.64,0.05,0.13,19.7,0.0,0.0,0.0,2.3,2.3,0.06,-0.3,-0.3,45.0,29.0,16.0,22.0,7.0,23.0,51.0,45.1,28.0,21.0,2.0,19.0,14.0,59.0,10.0,0.0,70.0,61.6,25.0,79.0,12.0,5.0,24.0,1.0,0.97,20.0,32.0,-12.0,-0.51,0.17,26.0,33.0,-7.0,-0.3,-0.08,779.0,11.0,105.0,332.0,360.0,80.0,779.0,93.0,37.0,39.8,43.0,46.2,505.0,4048.0,1930.0,72.0,47.0,35.0
Papa Amadou Diallo,19.0,Forward,Ligue 1,Metz,16.0,9.0,889.0,9.9,2.0,1.0,3.0,2.0,0.0,0.0,1.0,0.0,2.6,2.6,0.9,3.5,25.0,30.0,65.0,0.2,0.1,0.3,0.2,0.3,0.26,0.09,0.35,0.26,0.35,9.9,20.0,2.02,18.0,0.0,0.0,1.0,0.0,1.0,1.0,0.1,1.0,0.0,0.0,0.0,0.0,0.0,167.0,257.0,65.0,2726.0,899.0,86.0,121.0,71.1,64.0,98.0,65.3,12.0,24.0,50.0,1.0,0.9,0.7,0.1,12.0,17.0,6.0,2.0,30.0,0.0,10.0,11.0,4.0,14.0,11.0,8.0,0.0,0.0,0.0,59.0,30.0,36.0,45.5,2.0,13.0,5.0,38.5,1.32,0.51,0.15,0.4,14.7,0.0,0.0,0.0,2.6,2.6,0.2,-0.6,-0.6,18.0,8.0,10.0,7.0,1.0,7.0,21.0,33.3,14.0,11.0,1.0,10.0,11.0,29.0,16.0,0.0,56.0,29.1,9.0,78.0,2.0,7.0,26.0,8.0,0.81,13.0,16.0,-3.0,-0.3,0.53,11.6,13.4,-1.7,-0.17,0.6,405.0,18.0,97.0,177.0,146.0,24.0,405.0,43.0,16.0,37.2,25.0,58.1,259.0,1839.0,806.0,25.0,18.0,5.0
Selim Amallah,26.0,Forward,La Liga,Valencia,20.0,7.0,604.0,6.7,0.0,1.0,1.0,0.0,0.0,0.0,5.0,1.0,0.4,0.4,0.3,0.8,7.0,21.0,36.0,0.0,0.15,0.15,0.0,0.15,0.06,0.05,0.11,0.06,0.11,6.7,14.0,2.09,7.0,0.0,3.0,0.0,4.0,0.0,1.0,0.15,1.0,0.0,0.0,0.0,0.0,0.0,120.0,164.0,73.2,1635.0,456.0,69.0,83.0,83.1,32.0,46.0,69.6,7.0,14.0,50.0,1.0,0.3,0.3,0.7,4.0,11.0,3.0,0.0,21.0,1.0,21.0,24.0,1.0,4.0,11.0,12.0,0.0,0.0,0.0,36.0,11.0,15.0,42.3,0.0,11.0,4.0,36.4,1.64,0.6,0.0,0.0,21.9,0.0,0.0,0.0,0.4,0.4,0.04,-0.4,-0.4,17.0,12.0,7.0,7.0,3.0,3.0,9.0,33.3,6.0,13.0,0.0,13.0,11.0,28.0,6.0,0.0,30.0,17.7,7.0,62.0,1.0,13.0,13.0,7.0,1.45,4.0,6.0,-2.0,-0.3,-0.2,4.3,7.1,-2.8,-0.41,-0.35,293.0,7.0,48.0,133.0,117.0,16.0,293.0,42.0,18.0,42.9,15.0,35.7,172.0,954.0,358.0,7.0,13.0,2.0
Amath,27.0,Forward,La Liga,Mallorca,15.0,3.0,394.0,4.4,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.6,1.6,0.4,1.9,19.0,13.0,30.0,0.0,0.0,0.0,0.0,0.0,0.35,0.09,0.44,0.35,0.44,4.4,17.0,3.87,6.0,0.0,5.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,113.0,67.3,1118.0,296.0,42.0,55.0,76.4,24.0,38.0,63.2,6.0,8.0,75.0,0.0,0.4,0.3,-0.4,3.0,8.0,4.0,2.0,13.0,0.0,10.0,7.0,4.0,7.0,3.0,6.0,1.0,0.0,0.0,21.0,6.0,5.0,54.5,0.0,12.0,2.0,16.7,2.74,0.46,0.0,0.0,14.1,0.0,0.0,0.0,1.6,1.6,0.13,-1.6,-1.6,9.0,6.0,7.0,2.0,0.0,2.0,10.0,20.0,8.0,2.0,0.0,2.0,3.0,12.0,6.0,0.0,26.0,11.5,3.0,63.0,0.0,12.0,17.0,7.0,0.87,3.0,4.0,-1.0,-0.23,0.07,7.1,6.2,0.9,0.21,0.31,198.0,6.0,32.0,79.0,90.0,21.0,198.0,25.0,8.0,32.0,15.0,60.0,119.0,830.0,478.0,19.0,8.0,9.0
Zeki Amdouni,22.0,Forward,Premier League,Burnley,34.0,27.0,1953.0,21.7,5.0,1.0,6.0,4.0,1.0,1.0,2.0,0.0,5.8,5.0,1.4,6.5,63.0,49.0,93.0,0.23,0.05,0.28,0.18,0.23,0.27,0.07,0.33,0.23,0.3,21.7,50.0,2.3,30.0,0.0,5.0,7.0,5.0,3.0,4.0,0.18,1.0,0.0,2.0,0.0,1.0,0.0,396.0,500.0,79.2,6229.0,1153.0,216.0,265.0,81.5,141.0,161.0,87.6,24.0,35.0,68.6,1.0,1.4,1.3,-0.4,16.0,28.0,9.0,0.0,49.0,0.0,22.0,39.0,2.0,8.0,9.0,18.0,1.0,0.0,0.0,79.0,15.0,56.0,21.1,5.0,48.0,21.0,43.8,2.21,0.97,0.08,0.19,17.8,0.0,1.0,1.0,5.8,5.0,0.1,-0.8,-1.0,27.0,18.0,1.0,15.0,11.0,7.0,25.0,28.0,18.0,23.0,10.0,13.0,9.0,36.0,10.0,0.0,57.0,57.1,27.0,69.0,2.0,7.0,14.0,4.0,0.62,20.0,41.0,-21.0,-0.97,0.01,19.5,36.2,-16.7,-0.77,0.03,789.0,24.0,94.0,379.0,337.0,68.0,788.0,88.0,29.0,33.0,47.0,53.4,468.0,3229.0,1654.0,63.0,30.0,20.0
Felipe Anderson,30.0,Forward,Serie A,Lazio,38.0,33.0,2770.0,30.8,5.0,6.0,11.0,5.0,0.0,0.0,3.0,0.0,4.4,4.4,6.3,10.7,108.0,126.0,226.0,0.16,0.19,0.36,0.16,0.36,0.14,0.21,0.35,0.14,0.35,30.8,92.0,2.99,76.0,2.0,4.0,5.0,2.0,3.0,12.0,0.39,10.0,0.0,1.0,0.0,0.0,1.0,1012.0,1336.0,75.7,14375.0,3827.0,601.0,690.0,87.1,320.0,411.0,77.9,47.0,96.0,49.0,6.0,6.3,4.7,-0.3,42.0,66.0,50.0,4.0,126.0,0.0,30.0,36.0,4.0,57.0,27.0,45.0,0.0,0.0,0.0,139.0,15.0,16.0,48.4,5.0,43.0,11.0,25.6,1.4,0.36,0.12,0.45,17.3,1.0,0.0,0.0,4.4,4.4,0.1,0.6,0.6,78.0,45.0,32.0,33.0,13.0,34.0,90.0,37.8,56.0,45.0,3.0,42.0,27.0,105.0,23.0,0.0,73.0,81.0,33.0,79.0,14.0,5.0,32.0,0.0,1.61,38.0,31.0,7.0,0.23,-0.19,36.2,33.0,3.3,0.11,-0.07,1756.0,43.0,252.0,792.0,742.0,93.0,1756.0,107.0,43.0,40.2,54.0,50.5,897.0,5493.0,2896.0,108.0,62.0,26.0
Komnen Andrić,28.0,Forward,Ligue 1,Clermont Foot,7.0,1.0,169.0,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.2,0.2,0.0,5.0,24.0,0.0,0.0,0.0,0.0,0.0,0.03,0.1,0.12,0.03,0.12,1.9,6.0,3.2,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,59.0,76.3,600.0,72.0,26.0,33.0,78.8,15.0,18.0,83.3,1.0,2.0,50.0,0.0,0.2,0.1,-0.2,4.0,4.0,1.0,0.0,5.0,0.0,2.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,4.0,2.0,8.0,20.0,0.0,2.0,0.0,0.0,1.07,0.0,0.0,0.0,19.1,0.0,0.0,0.0,0.1,0.1,0.03,-0.1,-0.1,2.0,1.0,0.0,1.0,1.0,0.0,4.0,0.0,4.0,2.0,0.0,2.0,0.0,2.0,1.0,0.0,24.0,5.5,1.0,67.0,0.0,6.0,17.0,6.0,0.29,1.0,5.0,-4.0,-2.13,-1.2,2.2,5.3,-3.1,-1.63,-0.87,83.0,2.0,3.0,44.0,36.0,3.0,83.0,5.0,2.0,40.0,3.0,60.0,59.0,272.0,42.0,0.0,4.0,1.0
Ângelo,18.0,Forward,Ligue 1,Strasbourg,21.0,11.0,1094.0,12.2,0.0,3.0,3.0,0.0,0.0,0.0,1.0,0.0,0.4,0.4,3.3,3.7,50.0,59.0,109.0,0.0,0.25,0.25,0.0,0.25,0.04,0.27,0.31,0.04,0.31,12.2,54.0,4.45,43.0,2.0,5.0,1.0,2.0,1.0,6.0,0.49,5.0,0.0,0.0,0.0,1.0,0.0,300.0,426.0,70.4,4918.0,1875.0,139.0,180.0,77.2,129.0,171.0,75.4,22.0,49.0,44.9,3.0,3.3,3.0,-0.3,26.0,32.0,25.0,9.0,59.0,0.0,12.0,22.0,2.0,42.0,9.0,11.0,1.0,0.0,0.0,82.0,2.0,7.0,22.2,0.0,9.0,4.0,44.4,0.74,0.33,0.0,0.0,22.2,0.0,0.0,0.0,0.4,0.4,0.05,-0.4,-0.4,24.0,11.0,9.0,7.0,8.0,11.0,31.0,35.5,20.0,18.0,0.0,18.0,9.0,33.0,2.0,0.0,52.0,35.8,11.0,77.0,5.0,10.0,25.0,1.0,1.05,11.0,17.0,-6.0,-0.49,-0.22,14.3,18.8,-4.5,-0.37,-0.4,593.0,7.0,76.0,261.0,282.0,27.0,593.0,56.0,30.0,53.6,23.0,41.1,464.0,4032.0,1883.0,50.0,47.0,6.0
Jaidon Anthony,23.0,Forward,Premier League,Bournemouth,3.0,2.0,152.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.0,0.1,2.0,8.0,9.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.04,0.04,0.04,1.7,3.0,1.78,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,45.0,66.7,453.0,139.0,17.0,20.0,85.0,10.0,14.0,71.4,1.0,6.0,16.7,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,8.0,0.0,4.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,11.0,1.0,3.0,25.0,0.0,2.0,1.0,50.0,1.18,0.59,0.0,0.0,24.5,0.0,0.0,0.0,0.1,0.1,0.03,-0.1,-0.1,3.0,1.0,1.0,0.0,2.0,1.0,7.0,14.3,6.0,3.0,0.0,3.0,1.0,4.0,3.0,0.0,51.0,4.4,2.0,61.0,0.0,1.0,31.0,0.0,0.33,1.0,5.0,-4.0,-2.37,-2.12,0.6,4.4,-3.8,-2.27,-2.31,69.0,2.0,15.0,27.0,27.0,4.0,69.0,6.0,2.0,33.3,3.0,50.0,36.0,160.0,77.0,2.0,2.0,0.0
Michail Antonio,33.0,Forward,Premier League,West Ham,26.0,21.0,1695.0,18.8,6.0,2.0,8.0,6.0,0.0,0.0,6.0,0.0,5.8,5.8,0.9,6.7,48.0,22.0,104.0,0.32,0.11,0.42,0.32,0.42,0.31,0.05,0.35,0.31,0.35,18.8,33.0,1.75,18.0,1.0,5.0,3.0,4.0,2.0,5.0,0.27,4.0,0.0,1.0,0.0,0.0,0.0,180.0,308.0,58.4,2635.0,626.0,111.0,154.0,72.1,48.0,90.0,53.3,13.0,26.0,50.0,2.0,0.9,1.3,1.1,8.0,13.0,7.0,2.0,22.0,0.0,25.0,28.0,9.0,27.0,4.0,8.0,0.0,0.0,0.0,55.0,33.0,53.0,38.4,6.0,30.0,14.0,46.7,1.59,0.74,0.2,0.43,13.1,0.0,0.0,0.0,5.8,5.8,0.19,0.2,0.2,15.0,8.0,5.0,6.0,4.0,3.0,11.0,27.3,8.0,16.0,3.0,13.0,4.0,19.0,4.0,0.0,65.0,49.6,21.0,75.0,2.0,5.0,26.0,0.0,1.27,33.0,34.0,-1.0,-0.05,0.63,27.1,35.1,-8.0,-0.42,0.14,527.0,7.0,49.0,226.0,259.0,59.0,527.0,62.0,29.0,46.8,26.0,41.9,345.0,2320.0,1084.0,48.0,17.0,19.0
